,bankssts-rh,cuneus-rh,inferiorparietal-lh,lateraloccipital-rh,parsorbitalis-lh,parsorbitalis-rh,pericalcarine-lh,rostralanteriorcingulate-rh
bankssts-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cuneus-rh,0.0,0.2692307692307692,0.0,0.21153846153846154,0.0,0.23076923076923078,0.28846153846153844,0.0
inferiorparietal-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lateraloccipital-rh,0.0,0.20454545454545456,0.0,0.25,0.0,0.2727272727272727,0.2727272727272727,0.0
parsorbitalis-lh,0.0,0.0,0.0,0.0,0.7391304347826086,0.0,0.0,0.2608695652173913
parsorbitalis-rh,0.0,0.14492753623188406,0.0,0.17391304347826086,0.0,0.36231884057971014,0.3188405797101449,0.0
pericalcarine-lh,0.0,0.17567567567567569,0.0,0.16216216216216217,0.0,0.32432432432432434,0.33783783783783783,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.8181818181818182
