,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fz,0.042265426880811495,0.0,0.04311073541842773,0.04311073541842773,0.01775147928994083,0.0338123415046492,0.0,0.04311073541842773,0.0,0.0,0.0,0.0,0.0,0.0,0.037193575655114115,0.03296703296703297,0.04311073541842773,0.013524936601859678,0.0,0.04311073541842773,0.04311073541842773,0.0,0.04311073541842773,0.0,0.0,0.0,0.0,0.04311073541842773,0.0,0.04311073541842773,0.04142011834319527,0.0,0.0,0.0,0.04311073541842773,0.0,0.0,0.0,0.04311073541842773,0.03550295857988166,0.039729501267962805,0.0,0.0,0.02282333051563821,0.0,0.04311073541842773,0.0,0.0,0.0,0.03634826711749789,0.0,0.0,0.0,0.0,0.0,0.04311073541842773,0.04311073541842773,0.0,0.0,0.04311073541842773,0.0
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.033663366336633666,0.0,0.047524752475247525,0.04686468646864687,0.013861386138613862,0.02838283828382838,0.0,0.048184818481848184,0.0,0.0,0.0,0.0,0.0,0.0,0.038943894389438946,0.02574257425742574,0.04686468646864687,0.010561056105610561,0.0,0.048184818481848184,0.048184818481848184,0.0,0.04092409240924092,0.0,0.0,0.0,0.0,0.044884488448844885,0.0,0.04554455445544554,0.04092409240924092,0.0,0.0,0.0,0.04356435643564356,0.0,0.0,0.0,0.04092409240924092,0.030363036303630363,0.03828382838283828,0.0,0.0,0.01782178217821782,0.0,0.042244224422442245,0.0,0.0,0.0,0.03762376237623762,0.0,0.0,0.0,0.0,0.0,0.048184818481848184,0.048184818481848184,0.0,0.0,0.04356435643564356,0.0
FT9,0.03357472021066491,0.0,0.04805793285055958,0.04739960500329164,0.013824884792626729,0.028308097432521395,0.0,0.04805793285055958,0.0,0.0,0.0,0.0,0.0,0.0,0.038841342988808425,0.025674786043449638,0.04608294930875576,0.01053324555628703,0.0,0.04805793285055958,0.04805793285055958,0.0,0.041474654377880185,0.0,0.0,0.0,0.0,0.04476629361421988,0.0,0.04608294930875576,0.04081632653061224,0.0,0.0,0.0,0.044107965766951945,0.0,0.0,0.0,0.04081632653061224,0.030283080974325215,0.03818301514154049,0.0,0.0,0.017774851876234364,0.0,0.04213298222514812,0.0,0.0,0.0,0.037524687294272545,0.0,0.0,0.0,0.0,0.0,0.04805793285055958,0.04805793285055958,0.0,0.0,0.043449637919684,0.0
FC5,0.04061895551257253,0.0,0.04061895551257253,0.04061895551257253,0.03868471953578337,0.04061895551257253,0.0,0.04061895551257253,0.0,0.0,0.0,0.0,0.0,0.0,0.04061895551257253,0.03288201160541586,0.04061895551257253,0.009671179883945842,0.0,0.04061895551257253,0.04061895551257253,0.0,0.04061895551257253,0.0,0.0,0.0,0.0,0.04061895551257253,0.0,0.04061895551257253,0.04061895551257253,0.0,0.0,0.0,0.04061895551257253,0.0,0.0,0.0,0.04061895551257253,0.04061895551257253,0.04061895551257253,0.0,0.0,0.025145067698259187,0.0,0.04061895551257253,0.0,0.0,0.0,0.04061895551257253,0.0,0.0,0.0,0.0,0.0,0.04061895551257253,0.04061895551257253,0.0,0.0,0.04061895551257253,0.0
FC1,0.036608863198458574,0.0,0.041425818882466284,0.041425818882466284,0.02023121387283237,0.04046242774566474,0.0,0.041425818882466284,0.0,0.0,0.0,0.0,0.0,0.0,0.041425818882466284,0.03275529865125241,0.041425818882466284,0.015414258188824663,0.0,0.041425818882466284,0.041425818882466284,0.0,0.041425818882466284,0.0,0.0,0.0,0.0,0.041425818882466284,0.0,0.041425818882466284,0.041425818882466284,0.0,0.0,0.0,0.041425818882466284,0.0,0.0,0.0,0.041425818882466284,0.041425818882466284,0.041425818882466284,0.0,0.0,0.02601156069364162,0.0,0.041425818882466284,0.0,0.0,0.0,0.041425818882466284,0.0,0.0,0.0,0.0,0.0,0.041425818882466284,0.041425818882466284,0.0,0.0,0.041425818882466284,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.10900473933649289,0.0,0.0071090047393364926,0.0,0.0071090047393364926,0.0,0.1066350710900474,0.0,0.0,0.0,0.0,0.0,0.11374407582938388,0.0,0.0,0.0071090047393364926,0.0,0.0,0.0,0.0995260663507109,0.0071090047393364926,0.0,0.0,0.0,0.0,0.045023696682464455,0.0,0.0071090047393364926,0.0,0.11374407582938388,0.0,0.0,0.0,0.0,0.0,0.0071090047393364926,0.0,0.0,0.0071090047393364926,0.0,0.0,0.11374407582938388,0.0,0.0,0.11374407582938388,0.0071090047393364926,0.0071090047393364926,0.0,0.0,0.0,0.0,0.11374407582938388,0.0,0.0,0.0071090047393364926
T7,0.03313840155945419,0.0,0.04743339831059129,0.04678362573099415,0.01364522417153996,0.02794022092267706,0.0,0.04938271604938271,0.0,0.0,0.0,0.0,0.0,0.0,0.03833658219623132,0.025341130604288498,0.04808317089018843,0.010396361273554255,0.0,0.050032488628979854,0.050032488628979854,0.0,0.04093567251461988,0.0,0.0,0.0,0.0,0.044184535412605586,0.0,0.04548408057179987,0.04028589993502274,0.0,0.0,0.0,0.043534762833008445,0.0,0.0,0.0,0.04028589993502274,0.029889538661468484,0.037686809616634176,0.0,0.0,0.017543859649122806,0.0,0.04158544509421702,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.050032488628979854,0.04808317089018843,0.0,0.0,0.042884990253411304,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.010256410256410256,0.0,0.06153846153846154,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.03076923076923077,0.0,0.0,0.0,0.06666666666666667,0.046153846153846156,0.0,0.0,0.0,0.0,0.020512820512820513,0.0,0.041025641025641026,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.03076923076923077,0.0,0.0,0.035897435897435895,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.06153846153846154,0.0,0.0,0.06153846153846154
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
