,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,caudalmiddlefrontal-rh,lateraloccipital-rh,paracentral-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,superiorfrontal-rh
caudalanteriorcingulate-lh,0.1611295681063123,0.16140642303433,0.16029900332225913,0.0429125138427464,0.15919158361018826,0.15503875968992248,0.16002214839424142,0.0
caudalanteriorcingulate-rh,0.16104764558372806,0.16132627472833658,0.160490387294511,0.042908888269713015,0.15909724157146837,0.155196433546949,0.15993312900529397,0.0
caudalmiddlefrontal-rh,0.16072423398328692,0.16100278551532032,0.16211699164345403,0.042061281337047354,0.15988857938718662,0.1554317548746518,0.15877437325905291,0.0
lateraloccipital-rh,0.10814606741573034,0.1074438202247191,0.10603932584269662,0.35463483146067415,0.10603932584269662,0.09901685393258428,0.10814606741573034,0.010533707865168539
paracentral-rh,0.16139767054908485,0.16112035496394897,0.16278424847476428,0.04215196894065446,0.16112035496394897,0.1536328341652801,0.15779256794231836,0.0
rostralanteriorcingulate-lh,0.15935672514619884,0.15964912280701754,0.1587719298245614,0.041812865497076024,0.1570175438596491,0.16257309941520467,0.1608187134502924,0.0
rostralanteriorcingulate-rh,0.15985235661555935,0.16013628620102216,0.15928449744463374,0.04400908574673481,0.1572969903463941,0.1572969903463941,0.16212379329926177,0.0
superiorfrontal-rh,0.0,0.0,0.0,0.03177966101694915,0.0,0.0,0.0,0.9682203389830508
