,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.036585365853658534,0.039634146341463415,0.012195121951219513,0.018292682926829267,0.039634146341463415,0.0,0.01524390243902439,0.0,0.039634146341463415,0.0,0.0,0.0,0.0,0.0,0.0,0.039634146341463415,0.0,0.0,0.021341463414634148,0.018292682926829267,0.039634146341463415,0.0,0.012195121951219513,0.006097560975609756,0.03353658536585366,0.039634146341463415,0.039634146341463415,0.03048780487804878,0.0,0.018292682926829267,0.0,0.0,0.039634146341463415,0.0,0.018292682926829267,0.012195121951219513,0.0,0.024390243902439025,0.01524390243902439,0.0,0.039634146341463415,0.039634146341463415,0.027439024390243903,0.036585365853658534,0.039634146341463415,0.018292682926829267,0.027439024390243903,0.01524390243902439,0.0,0.036585365853658534,0.0,0.039634146341463415,0.0,0.0,0.0,0.0,0.021341463414634148,0.021341463414634148,0.012195121951219513,0.01524390243902439,0.0,0.0
F3,0.0,0.03333333333333333,0.03888888888888889,0.011111111111111112,0.016666666666666666,0.041666666666666664,0.0,0.019444444444444445,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.03611111111111111,0.0,0.0,0.019444444444444445,0.016666666666666666,0.041666666666666664,0.0,0.016666666666666666,0.008333333333333333,0.03611111111111111,0.041666666666666664,0.03888888888888889,0.027777777777777776,0.0,0.022222222222222223,0.0,0.0,0.041666666666666664,0.0,0.016666666666666666,0.011111111111111112,0.0,0.022222222222222223,0.013888888888888888,0.0,0.041666666666666664,0.041666666666666664,0.025,0.03333333333333333,0.041666666666666664,0.016666666666666666,0.025,0.019444444444444445,0.0,0.03333333333333333,0.0,0.03888888888888889,0.0,0.0,0.0,0.0,0.019444444444444445,0.019444444444444445,0.016666666666666666,0.013888888888888888,0.0,0.0
F7,0.0,0.033112582781456956,0.033112582781456956,0.026490066225165563,0.033112582781456956,0.033112582781456956,0.0,0.0,0.0,0.033112582781456956,0.0,0.0,0.0,0.0,0.0,0.0,0.033112582781456956,0.0,0.0,0.033112582781456956,0.033112582781456956,0.033112582781456956,0.0,0.0,0.0,0.019867549668874173,0.033112582781456956,0.033112582781456956,0.033112582781456956,0.0,0.0,0.0,0.0,0.033112582781456956,0.0,0.033112582781456956,0.026490066225165563,0.0,0.033112582781456956,0.033112582781456956,0.0,0.033112582781456956,0.033112582781456956,0.033112582781456956,0.033112582781456956,0.033112582781456956,0.033112582781456956,0.033112582781456956,0.0,0.0,0.033112582781456956,0.0,0.033112582781456956,0.0,0.0,0.0,0.0,0.033112582781456956,0.033112582781456956,0.0,0.033112582781456956,0.0,0.0
FT9,0.0,0.03482587064676617,0.03482587064676617,0.01990049751243781,0.029850746268656716,0.03482587064676617,0.0,0.0,0.0,0.03482587064676617,0.0,0.0,0.0,0.0,0.0,0.0,0.03482587064676617,0.0,0.0,0.03482587064676617,0.029850746268656716,0.03482587064676617,0.0,0.0,0.0,0.024875621890547265,0.03482587064676617,0.03482587064676617,0.03482587064676617,0.0,0.0,0.0,0.0,0.03482587064676617,0.0,0.029850746268656716,0.01990049751243781,0.0,0.03482587064676617,0.024875621890547265,0.0,0.03482587064676617,0.03482587064676617,0.03482587064676617,0.03482587064676617,0.03482587064676617,0.029850746268656716,0.03482587064676617,0.0,0.0,0.03482587064676617,0.0,0.03482587064676617,0.0,0.0,0.0,0.0,0.03482587064676617,0.03482587064676617,0.0,0.024875621890547265,0.0,0.0
FC5,0.0,0.01932367149758454,0.02254428341384863,0.00644122383252818,0.00966183574879227,0.07568438003220612,0.017713365539452495,0.028985507246376812,0.0,0.06924315619967794,0.0,0.0,0.0,0.00966183574879227,0.01610305958132045,0.00966183574879227,0.03542673107890499,0.0,0.004830917874396135,0.011272141706924315,0.00966183574879227,0.02576489533011272,0.0,0.01610305958132045,0.004830917874396135,0.03542673107890499,0.06763285024154589,0.04830917874396135,0.01610305958132045,0.0,0.030595813204508857,0.0,0.0,0.028985507246376812,0.0,0.00966183574879227,0.00644122383252818,0.0,0.01288244766505636,0.008051529790660225,0.014492753623188406,0.043478260869565216,0.0322061191626409,0.014492753623188406,0.01932367149758454,0.024154589371980676,0.00966183574879227,0.014492753623188406,0.027375201288244767,0.0,0.0322061191626409,0.00966183574879227,0.040257648953301126,0.0,0.0,0.0,0.00322061191626409,0.011272141706924315,0.011272141706924315,0.027375201288244767,0.008051529790660225,0.0,0.0
FC1,0.0,0.0,0.0,0.0,0.0,0.02368421052631579,0.07894736842105263,0.034210526315789476,0.042105263157894736,0.018421052631578946,0.02631578947368421,0.0,0.0,0.07105263157894737,0.05263157894736842,0.07105263157894737,0.0,0.0,0.06315789473684211,0.0,0.0,0.0,0.0,0.007894736842105263,0.0,0.021052631578947368,0.02368421052631579,0.0,0.0,0.0,0.04473684210526316,0.0,0.034210526315789476,0.005263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.07894736842105263,0.0,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.02368421052631579,0.04473684210526316,0.0,0.034210526315789476,0.0,0.0,0.04736842105263158,0.0,0.060526315789473685,0.0,0.0,0.042105263157894736,0.0,0.0,0.039473684210526314
C3,0.0,0.00980392156862745,0.016339869281045753,0.0,0.0,0.05228758169934641,0.049019607843137254,0.06535947712418301,0.0,0.0457516339869281,0.0,0.0,0.0,0.032679738562091505,0.0457516339869281,0.032679738562091505,0.013071895424836602,0.0,0.02287581699346405,0.0,0.0,0.02287581699346405,0.0,0.032679738562091505,0.00980392156862745,0.049019607843137254,0.05228758169934641,0.016339869281045753,0.0032679738562091504,0.0,0.06862745098039216,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.042483660130718956,0.0196078431372549,0.03594771241830065,0.0,0.00980392156862745,0.0196078431372549,0.0,0.0,0.05228758169934641,0.0,0.00980392156862745,0.032679738562091505,0.016339869281045753,0.0,0.0032679738562091504,0.0,0.0196078431372549,0.0,0.0,0.06862745098039216,0.0,0.0,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.07446808510638298,0.0,0.0797872340425532,0.0,0.05851063829787234,0.0,0.0,0.0851063829787234,0.02127659574468085,0.0851063829787234,0.0,0.0,0.0851063829787234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005319148936170213,0.0,0.07446808510638298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0851063829787234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0851063829787234,0.0,0.005319148936170213,0.0,0.0,0.0851063829787234,0.0,0.0851063829787234,0.0,0.0,0.0,0.0,0.0,0.0851063829787234
TP9,0.0,0.020168067226890758,0.023529411764705882,0.0067226890756302525,0.010084033613445379,0.07563025210084033,0.015126050420168067,0.02689075630252101,0.0,0.07226890756302522,0.0,0.0,0.0,0.0067226890756302525,0.013445378151260505,0.0067226890756302525,0.03697478991596639,0.0,0.0016806722689075631,0.011764705882352941,0.010084033613445379,0.02689075630252101,0.0,0.01680672268907563,0.005042016806722689,0.03697478991596639,0.06890756302521009,0.05042016806722689,0.01680672268907563,0.0,0.02857142857142857,0.0,0.0,0.030252100840336135,0.0,0.010084033613445379,0.0067226890756302525,0.0,0.013445378151260505,0.008403361344537815,0.011764705882352941,0.0453781512605042,0.03361344537815126,0.015126050420168067,0.020168067226890758,0.025210084033613446,0.010084033613445379,0.015126050420168067,0.02689075630252101,0.0,0.03361344537815126,0.0067226890756302525,0.04201680672268908,0.0,0.0,0.0,0.0,0.011764705882352941,0.011764705882352941,0.025210084033613446,0.008403361344537815,0.0,0.0
