,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,inferiorparietal-rh,parstriangularis-rh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.3225806451612903,0.0,0.0,0.0,0.0,0.3387096774193548,0.0,0.3387096774193548
caudalmiddlefrontal-rh,0.0,0.28,0.16,0.14,0.0,0.14,0.14,0.14
inferiorparietal-rh,0.0,0.1568627450980392,0.6764705882352942,0.0,0.16666666666666666,0.0,0.0,0.0
parstriangularis-rh,0.0,0.09032258064516129,0.0,0.2838709677419355,0.0,0.16129032258064516,0.27741935483870966,0.1870967741935484
rostralmiddlefrontal-rh,0.0,0.0,0.3469387755102041,0.0,0.6530612244897959,0.0,0.0,0.0
superiortemporal-lh,0.10396039603960396,0.06930693069306931,0.0,0.12376237623762376,0.0,0.30198019801980197,0.12376237623762376,0.27722772277227725
superiortemporal-rh,0.0,0.07608695652173914,0.0,0.23369565217391305,0.0,0.1358695652173913,0.3967391304347826,0.15760869565217392
supramarginal-rh,0.0958904109589041,0.0639269406392694,0.0,0.1324200913242009,0.0,0.2602739726027397,0.1324200913242009,0.3150684931506849
