,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parstriangularis-rh,rostralmiddlefrontal-rh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.31527093596059114,0.28078817733990147,0.0,0.0,0.12807881773399016,0.0,0.0,0.27586206896551724
caudalmiddlefrontal-rh,0.285,0.3,0.0,0.0,0.13,0.0,0.0,0.285
parstriangularis-rh,0.0,0.0,0.5178571428571429,0.48214285714285715,0.0,0.0,0.0,0.0
rostralmiddlefrontal-rh,0.0,0.0,0.25961538461538464,0.625,0.11538461538461539,0.0,0.0,0.0
superiorparietal-lh,0.18571428571428572,0.17142857142857143,0.0,0.08571428571428572,0.38571428571428573,0.0,0.0,0.17142857142857143
superiortemporal-lh,0.0,0.0,0.0,0.0,0.0,0.45263157894736844,0.25263157894736843,0.29473684210526313
superiortemporal-rh,0.0,0.0,0.0,0.0,0.0,0.3561643835616438,0.3835616438356164,0.2602739726027397
supramarginal-rh,0.2126865671641791,0.2126865671641791,0.0,0.0,0.09701492537313433,0.1044776119402985,0.06343283582089553,0.30970149253731344
