,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,caudalmiddlefrontal-rh,paracentral-rh,posteriorcingulate-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,superiorfrontal-rh
caudalanteriorcingulate-lh,0.14719045251118845,0.14818498259572352,0.14470412729985083,0.1407260069617106,0.13276976628543014,0.1407260069617106,0.14569865738438587,0.0
caudalanteriorcingulate-rh,0.1469855505729945,0.14798206278026907,0.14499252615844543,0.14050822122571002,0.1325361235675137,0.14150473343298456,0.1454907822620827,0.0
caudalmiddlefrontal-rh,0.14614614614614616,0.14714714714714713,0.14664664664664664,0.14114114114114115,0.13313313313313313,0.14114114114114115,0.14464464464464463,0.0
paracentral-rh,0.14683922349427575,0.14683922349427575,0.14783474365355898,0.14385266301642607,0.13588850174216027,0.13638626182180189,0.14235938277750124,0.0
posteriorcingulate-rh,0.14452926208651398,0.1440203562340967,0.14452926208651398,0.1480916030534351,0.14707379134860052,0.13282442748091602,0.13893129770992366,0.0
rostralanteriorcingulate-lh,0.14553237025147137,0.14660246120920278,0.14339218833600856,0.13857677902621723,0.13001605136436598,0.149812734082397,0.14606741573033707,0.0
rostralanteriorcingulate-rh,0.14616572310859496,0.1471950591868245,0.14410705095213588,0.13947503860010294,0.1312403499742666,0.14307771487390633,0.1487390633041688,0.0
superiorfrontal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
