,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,frontalpole-rh,medialorbitofrontal-rh,parsorbitalis-rh,parstriangularis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.37037037037037035,0.0,0.18518518518518517,0.0,0.0,0.4444444444444444,0.0,0.0
caudalanteriorcingulate-rh,0.0,0.45,0.0,0.0,0.45,0.0,0.0,0.1
frontalpole-rh,0.15625,0.0,0.3125,0.0,0.0,0.375,0.15625,0.0
medialorbitofrontal-rh,0.14285714285714285,0.0,0.14285714285714285,0.21428571428571427,0.0,0.2857142857142857,0.0,0.21428571428571427
parsorbitalis-rh,0.0,0.2972972972972973,0.0,0.0,0.4864864864864865,0.0,0.0,0.21621621621621623
parstriangularis-rh,0.1935483870967742,0.0,0.1774193548387097,0.03225806451612903,0.016129032258064516,0.43548387096774194,0.08064516129032258,0.06451612903225806
rostralanteriorcingulate-lh,0.0,0.0,0.17647058823529413,0.0,0.0,0.20588235294117646,0.5,0.11764705882352941
rostralanteriorcingulate-rh,0.07142857142857142,0.0,0.05357142857142857,0.07142857142857142,0.07142857142857142,0.16071428571428573,0.10714285714285714,0.4642857142857143
