,caudalmiddlefrontal-lh,entorhinal-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,parahippocampal-lh,parsorbitalis-lh,temporalpole-rh,transversetemporal-rh
caudalmiddlefrontal-lh,0.40625,0.0625,0.08333333333333333,0.20833333333333334,0.0,0.0,0.21875,0.020833333333333332
entorhinal-rh,0.029850746268656716,0.6268656716417911,0.0,0.23880597014925373,0.0,0.0,0.05970149253731343,0.04477611940298507
lateralorbitofrontal-rh,0.19718309859154928,0.0,0.352112676056338,0.08450704225352113,0.0,0.0,0.18309859154929578,0.18309859154929578
medialorbitofrontal-rh,0.16666666666666666,0.2619047619047619,0.023809523809523808,0.35714285714285715,0.0,0.0,0.19047619047619047,0.0
parahippocampal-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parsorbitalis-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
temporalpole-rh,0.1958762886597938,0.08247422680412371,0.08247422680412371,0.2268041237113402,0.0,0.0,0.4020618556701031,0.010309278350515464
transversetemporal-rh,0.05128205128205128,0.0,0.21794871794871795,0.0,0.0,0.0,0.0641025641025641,0.6666666666666666
