,caudalmiddlefrontal-lh,parsopercularis-lh,precentral-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-lh,0.1717171717171717,0.15656565656565657,0.12626262626262627,0.1414141414141414,0.09595959595959595,0.11616161616161616,0.09090909090909091,0.10101010101010101
parsopercularis-lh,0.15384615384615385,0.1641025641025641,0.13333333333333333,0.14871794871794872,0.10256410256410256,0.09743589743589744,0.09743589743589744,0.10256410256410256
precentral-lh,0.1,0.0962962962962963,0.16296296296296298,0.12962962962962962,0.15185185185185185,0.14814814814814814,0.13703703703703704,0.07407407407407407
rostralmiddlefrontal-lh,0.12133891213389121,0.12133891213389121,0.1506276150627615,0.15481171548117154,0.1297071129707113,0.12552301255230125,0.11297071129707113,0.08368200836820083
rostralmiddlefrontal-rh,0.07246376811594203,0.07246376811594203,0.14130434782608695,0.10507246376811594,0.21014492753623187,0.15579710144927536,0.17028985507246377,0.07246376811594203
superiorfrontal-rh,0.08712121212121213,0.07196969696969698,0.14393939393939395,0.10606060606060606,0.17045454545454544,0.20454545454545456,0.14393939393939395,0.07196969696969698
superiortemporal-lh,0.07751937984496124,0.07364341085271318,0.1434108527131783,0.10465116279069768,0.18992248062015504,0.15503875968992248,0.1821705426356589,0.07364341085271318
supramarginal-lh,0.125,0.125,0.125,0.125,0.1130952380952381,0.10714285714285714,0.10714285714285714,0.17261904761904762
