,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,FCz
Fp1,0.1845949535192563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07171314741035857,0.0,0.0,0.0073041168658698535,0.0,0.0,0.021248339973439574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015272244355909695,0.0,0.0,0.0,0.0,0.0,0.04050464807436919,0.07304116865869854,0.0,0.0,0.15670650730411687,0.0,0.0,0.0,0.0,0.04780876494023904,0.0,0.0,0.0,0.03253652058432935,0.0,0.0,0.0,0.0006640106241699867,0.10358565737051793,0.0,0.07768924302788845,0.0,0.07768924302788845,0.05112881806108898,0.0,0.0,0.0,0.0,0.0,0.0,0.03851261620185923,0.0,0.0
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.0,0.04632263307598537,0.030069077610727347,0.029662738724095895,0.0,0.030069077610727347,0.0,0.0,0.021129622104835433,0.0,0.047135310849248276,0.0,0.0,0.0,0.008939455505891914,0.0,0.04510361641609102,0.047135310849248276,0.030881755383990246,0.01259650548557497,0.029662738724095895,0.03169443315725315,0.03250711093051605,0.0,0.04672897196261682,0.04672897196261682,0.011783827712312069,0.0,0.028850060950832996,0.0,0.0,0.022348638764729784,0.007314099959366111,0.0,0.023973994311255586,0.0,0.0,0.0,0.0,0.04510361641609102,0.017066233238520925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047135310849248276,0.0,0.0,0.0,0.0,0.047135310849248276,0.04591629418935392,0.023161316537992686,0.030069077610727347,0.02600568874441284,0.03778951645672491,0.0,0.02641202763104429,0.023567655424624138
F7,0.0,0.0,0.03685741998060136,0.03685741998060136,0.036372453928225024,0.0,0.03443258971871969,0.0,0.0,0.02521823472356935,0.0,0.03734238603297769,0.0,0.0,0.0,0.01066925315227934,0.0,0.036372453928225024,0.03734238603297769,0.03685741998060136,0.015033947623666343,0.03540252182347236,0.03734238603297769,0.03734238603297769,0.0,0.03588748787584869,0.036372453928225024,0.014064015518913677,0.0,0.03443258971871969,0.0,0.0,0.02667313288069835,0.008729388942774006,0.0,0.029582929194956354,0.0,0.0,0.0,0.0,0.03734238603297769,0.020368574199806012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03734238603297769,0.0,0.0,0.0,0.0,0.03734238603297769,0.03685741998060136,0.027643064985451018,0.03588748787584869,0.031037827352085354,0.03734238603297769,0.0,0.03152279340446169,0.028128031037827354
FT9,0.0,0.0,0.03683693516699411,0.03683693516699411,0.036345776031434185,0.0,0.0343811394891945,0.0,0.0,0.025540275049115914,0.0,0.03683693516699411,0.0,0.0,0.0,0.010805500982318271,0.0,0.036345776031434185,0.03683693516699411,0.03683693516699411,0.015225933202357564,0.03585461689587426,0.03683693516699411,0.03683693516699411,0.0,0.03585461689587426,0.036345776031434185,0.01424361493123772,0.0,0.03487229862475442,0.0,0.0,0.027013752455795677,0.008840864440078585,0.0,0.029469548133595286,0.0,0.0,0.0,0.0,0.03683693516699411,0.0206286836935167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03683693516699411,0.0,0.0,0.0,0.0,0.03683693516699411,0.03683693516699411,0.027996070726915522,0.036345776031434185,0.03143418467583497,0.03683693516699411,0.0,0.03192534381139489,0.02848722986247544
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.0,0.037055583375062595,0.03455182774161242,0.03405107661492238,0.0,0.04456685027541312,0.0,0.0,0.026039058587881823,0.0,0.037055583375062595,0.0,0.0,0.0,0.011016524787180772,0.0,0.037055583375062595,0.037055583375062595,0.035553329994992486,0.015523284927391086,0.03455182774161242,0.03655483224837256,0.037055583375062595,0.0,0.037055583375062595,0.037055583375062595,0.014521782674011016,0.0,0.03405107661492238,0.0,0.0,0.02704056084126189,0.009013520280420632,0.0,0.02704056084126189,0.0,0.0,0.0,0.0,0.037055583375062595,0.02103154732098147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037055583375062595,0.0,0.0,0.0,0.0,0.037055583375062595,0.03605408112168253,0.02704056084126189,0.03455182774161242,0.02954431647471207,0.03505257886830245,0.0,0.03405107661492238,0.028042063094641963
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0625,0.0625,0.0,0.0625,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0
TP9,0.0,0.0,0.0345514950166113,0.0345514950166113,0.0345514950166113,0.0,0.0345514950166113,0.0,0.0,0.03388704318936877,0.0,0.0345514950166113,0.0,0.0,0.0,0.014617940199335547,0.0,0.0345514950166113,0.0345514950166113,0.0345514950166113,0.019269102990033222,0.0345514950166113,0.0345514950166113,0.0345514950166113,0.0,0.0345514950166113,0.0345514950166113,0.018604651162790697,0.0,0.0345514950166113,0.0,0.0,0.029235880398671095,0.011960132890365448,0.0,0.029235880398671095,0.0,0.0,0.0,0.0,0.0345514950166113,0.025913621262458473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0345514950166113,0.0,0.0,0.0,0.0,0.0345514950166113,0.0345514950166113,0.029235880398671095,0.0345514950166113,0.03255813953488372,0.0345514950166113,0.0,0.03388704318936877,0.030564784053156147
