,caudalmiddlefrontal-lh,parstriangularis-rh,postcentral-lh,precentral-lh,precentral-rh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiorparietal-lh
caudalmiddlefrontal-lh,0.22,0.0,0.11,0.24,0.02,0.24,0.02,0.15
parstriangularis-rh,0.0,0.5454545454545454,0.0,0.030303030303030304,0.18181818181818182,0.0,0.0,0.24242424242424243
postcentral-lh,0.1875,0.0,0.171875,0.203125,0.03125,0.1875,0.03125,0.1875
precentral-lh,0.1896551724137931,0.0,0.09482758620689655,0.25862068965517243,0.017241379310344827,0.2672413793103448,0.017241379310344827,0.15517241379310345
precentral-rh,0.07692307692307693,0.1794871794871795,0.07692307692307693,0.07692307692307693,0.20512820512820512,0.07692307692307693,0.05128205128205128,0.2564102564102564
rostralmiddlefrontal-lh,0.16793893129770993,0.0,0.08396946564885496,0.22137404580152673,0.015267175572519083,0.35877862595419846,0.015267175572519083,0.13740458015267176
superiorfrontal-rh,0.15789473684210525,0.0,0.15789473684210525,0.15789473684210525,0.10526315789473684,0.15789473684210525,0.10526315789473684,0.15789473684210525
superiorparietal-lh,0.13761467889908258,0.06422018348623854,0.10091743119266056,0.1743119266055046,0.07339449541284404,0.1834862385321101,0.01834862385321101,0.24770642201834864
