,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,superiorfrontal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.375,0.125,0.21428571428571427,0.017857142857142856,0.19642857142857142,0.017857142857142856,0.0,0.05357142857142857
caudalmiddlefrontal-rh,0.14285714285714285,0.2698412698412698,0.1111111111111111,0.0,0.1111111111111111,0.1746031746031746,0.0,0.19047619047619047
parsopercularis-lh,0.2972972972972973,0.1891891891891892,0.43243243243243246,0.02702702702702703,0.05405405405405406,0.0,0.0,0.0
parstriangularis-rh,0.0,0.0,0.0,0.7096774193548387,0.0,0.0,0.2903225806451613,0.0
superiorfrontal-lh,0.22,0.1,0.06,0.0,0.38,0.1,0.0,0.14
superiortemporal-lh,0.058823529411764705,0.23529411764705882,0.0,0.0,0.13725490196078433,0.3137254901960784,0.0,0.2549019607843137
superiortemporal-rh,0.0,0.0,0.0,0.2916666666666667,0.0,0.0,0.7083333333333334,0.0
supramarginal-lh,0.09615384615384616,0.23076923076923078,0.0,0.0,0.17307692307692307,0.23076923076923078,0.0,0.2692307692307692
