,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,inferiorparietal-rh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.375,0.0,0.25,0.0,0.125,0.125,0.0,0.125
caudalmiddlefrontal-rh,0.0,0.25,0.0,0.25,0.1,0.15,0.0,0.25
inferiorparietal-rh,0.25,0.0,0.25,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
superiorfrontal-rh,0.0,0.26666666666666666,0.0,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.0,0.26666666666666666
superiorparietal-rh,0.0,0.19047619047619047,0.0,0.14285714285714285,0.19047619047619047,0.23809523809523808,0.0,0.23809523809523808
superiortemporal-lh,0.0,0.20833333333333334,0.0,0.16666666666666666,0.16666666666666666,0.20833333333333334,0.0,0.25
superiortemporal-rh,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
supramarginal-rh,0.0,0.2222222222222222,0.0,0.18518518518518517,0.14814814814814814,0.18518518518518517,0.0,0.25925925925925924
