,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.38461538461538464,0.0,0.1794871794871795,0.0,0.15384615384615385,0.23076923076923078,0.05128205128205128,0.0
caudalmiddlefrontal-rh,0.0,0.5666666666666667,0.0,0.0,0.13333333333333333,0.1,0.06666666666666667,0.13333333333333333
parsopercularis-lh,0.11666666666666667,0.0,0.35,0.0,0.3333333333333333,0.08333333333333333,0.11666666666666667,0.0
parstriangularis-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
rostralmiddlefrontal-rh,0.09375,0.03125,0.296875,0.0,0.40625,0.09375,0.078125,0.0
superiorfrontal-lh,0.21818181818181817,0.07272727272727272,0.12727272727272726,0.0,0.18181818181818182,0.4,0.0,0.0
superiortemporal-lh,0.0,0.16,0.2,0.0,0.12,0.0,0.52,0.0
superiortemporal-rh,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.8125
