,frontalpole-lh,frontalpole-rh,insula-rh,medialorbitofrontal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh,transversetemporal-rh
frontalpole-lh,0.8468468468468469,0.0,0.021621621621621623,0.0,0.13153153153153152,0.0,0.0,0.0
frontalpole-rh,0.0,0.3638479441427463,0.0,0.12102404965089217,0.19006982156710628,0.2629945694336695,0.04344453064391001,0.018619084561675717
insula-rh,0.03263403263403263,0.0,0.9673659673659674,0.0,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.0,0.13644524236983843,0.0,0.46768402154398564,0.22710951526032316,0.11579892280071813,0.0,0.05296229802513465
rostralanteriorcingulate-lh,0.03778605641298563,0.12932410856838744,0.0,0.1378392762107504,0.41298563065460353,0.21713677488025546,0.0,0.06492815327301757
rostralanteriorcingulate-rh,0.0,0.22360655737704918,0.0,0.08721311475409836,0.27147540983606555,0.3540983606557377,0.0,0.06360655737704918
temporalpole-rh,0.0,0.14427860696517414,0.0,0.0,0.0,0.0,0.8557213930348259,0.0
transversetemporal-rh,0.0,0.0273972602739726,0.0,0.07347447073474471,0.1519302615193026,0.12079701120797011,0.0,0.6264009962640099
