,frontalpole-lh,frontalpole-rh,insula-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,posteriorcingulate-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.5360946745562131,0.0,0.19881656804733727,0.09940828402366864,0.11597633136094675,0.0,0.0,0.04970414201183432
frontalpole-rh,0.0,0.5052356020942408,0.08376963350785341,0.006544502617801047,0.0,0.0,0.1256544502617801,0.2787958115183246
insula-rh,0.1490125673249551,0.05745062836624776,0.552064631956912,0.13913824057450627,0.08976660682226212,0.0,0.012567324955116697,0.0
lateralorbitofrontal-lh,0.060431654676258995,0.002158273381294964,0.10719424460431655,0.38705035971223023,0.12014388489208633,0.10143884892086331,0.1906474820143885,0.03093525179856115
medialorbitofrontal-lh,0.11708482676224612,0.0,0.11469534050179211,0.19952210274790919,0.35244922341696533,0.05973715651135006,0.11827956989247312,0.038231780167264036
posteriorcingulate-lh,0.0,0.0,0.0,0.1378299120234604,0.05083088954056696,0.5268817204301075,0.23851417399804498,0.04594330400782014
rostralanteriorcingulate-lh,0.0,0.06624383368569416,0.008456659619450317,0.18816067653276955,0.06835799859055673,0.1719520789288231,0.40310077519379844,0.09372797744890768
rostralanteriorcingulate-rh,0.04153686396677051,0.2232606438213915,0.0,0.04257528556593977,0.035306334371754934,0.04880581516095535,0.14018691588785046,0.4683281412253375
