,frontalpole-lh,frontalpole-rh,insula-rh,lateralorbitofrontal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.3723477070499658,0.13826146475017112,0.04175222450376454,0.11156741957563313,0.02943189596167009,0.0,0.11909650924024641,0.18754277891854895
frontalpole-rh,0.1480927449513837,0.21241585639491398,0.10172026925953627,0.17801047120418848,0.09723261032161555,0.0,0.19521316379955123,0.06731488406881077
insula-rh,0.02998421883219358,0.06943713834823777,0.38137822198842714,0.18779589689637033,0.19200420831141504,0.0,0.13834823776959496,0.0010520778537611783
lateralorbitofrontal-rh,0.0853462157809984,0.12560386473429952,0.1937734836285561,0.25925925925925924,0.13150831991411702,0.0,0.17713365539452497,0.027375201288244767
medialorbitofrontal-lh,0.023381294964028777,0.07553956834532374,0.21642685851318944,0.1420863309352518,0.34952038369304556,0.0,0.17026378896882494,0.022781774580335732
medialorbitofrontal-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rostralanteriorcingulate-lh,0.08952080042127436,0.13533438651922064,0.1416535018430753,0.17482885729331227,0.15165876777251186,0.0,0.2469720905739863,0.06003159557661927
rostralanteriorcingulate-rh,0.2739043824701195,0.09362549800796813,0.00398406374501992,0.054780876494023904,0.035856573705179286,0.0,0.11752988047808766,0.4203187250996016
