,caudalanteriorcingulate-lh,cuneus-lh,lateralorbitofrontal-lh,parsorbitalis-lh,parstriangularis-lh,pericalcarine-lh,temporalpole-rh,transversetemporal-lh
caudalanteriorcingulate-lh,0.8666666666666667,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
cuneus-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-lh,0.0,0.0,0.41025641025641024,0.23076923076923078,0.358974358974359,0.0,0.0,0.0
parsorbitalis-lh,0.0,0.0,0.2972972972972973,0.40540540540540543,0.24324324324324326,0.05405405405405406,0.0,0.0
parstriangularis-lh,0.0,0.0,0.375,0.19444444444444445,0.4305555555555556,0.0,0.0,0.0
pericalcarine-lh,0.0,0.0,0.0,0.16,0.0,0.84,0.0,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
transversetemporal-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.9047619047619048
