,cuneus-lh,entorhinal-lh,entorhinal-rh,frontalpole-lh,lateraloccipital-lh,pericalcarine-lh,temporalpole-lh,temporalpole-rh
cuneus-lh,0.6583333333333333,0.0,0.0,0.0,0.225,0.11666666666666667,0.0,0.0
entorhinal-lh,0.0,0.6435643564356436,0.0,0.0,0.0,0.0,0.3564356435643564,0.0
entorhinal-rh,0.0,0.0,0.6126126126126126,0.0,0.0,0.0,0.0,0.38738738738738737
frontalpole-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
lateraloccipital-lh,0.2857142857142857,0.0,0.0,0.0,0.5210084033613446,0.19327731092436976,0.0,0.0
pericalcarine-lh,0.12837837837837837,0.0,0.0,0.0,0.16891891891891891,0.7027027027027027,0.0,0.0
temporalpole-lh,0.0,0.2553191489361702,0.0,0.0,0.0,0.0,0.7446808510638298,0.0
temporalpole-rh,0.0,0.0,0.432,0.0,0.0,0.0,0.0,0.568
