,bankssts-lh,entorhinal-rh,fusiform-rh,middletemporal-rh,paracentral-lh,parahippocampal-rh,parsopercularis-rh,posteriorcingulate-lh
bankssts-lh,0.6612903225806451,0.0,0.08064516129032258,0.12903225806451613,0.0,0.12903225806451613,0.0,0.0
entorhinal-rh,0.0,0.5,0.10909090909090909,0.11818181818181818,0.0,0.21818181818181817,0.0,0.05454545454545454
fusiform-rh,0.02586206896551724,0.1724137931034483,0.43103448275862066,0.23275862068965517,0.0,0.13793103448275862,0.0,0.0
middletemporal-rh,0.05084745762711865,0.11864406779661017,0.2288135593220339,0.4152542372881356,0.0,0.1864406779661017,0.0,0.0
paracentral-lh,0.0,0.0,0.0,0.0,0.8723404255319149,0.0,0.0,0.1276595744680851
parahippocampal-rh,0.07079646017699115,0.20353982300884957,0.10619469026548672,0.23893805309734514,0.0,0.35398230088495575,0.0,0.02654867256637168
parsopercularis-rh,0.0,0.0,0.02,0.04,0.0,0.0,0.92,0.02
posteriorcingulate-lh,0.0,0.1111111111111111,0.0,0.0,0.09523809523809523,0.07936507936507936,0.06349206349206349,0.6507936507936508
