,bankssts-lh,cuneus-rh,inferiortemporal-lh,isthmuscingulate-rh,lingual-lh,paracentral-lh,rostralanteriorcingulate-rh,temporalpole-rh
bankssts-lh,0.6352941176470588,0.0,0.1411764705882353,0.0,0.2235294117647059,0.0,0.0,0.0
cuneus-rh,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
inferiortemporal-lh,0.2641509433962264,0.0,0.5471698113207547,0.0,0.18867924528301888,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.2,0.0,0.5733333333333334,0.0,0.013333333333333334,0.09333333333333334,0.12
lingual-lh,0.34375,0.0,0.09375,0.0,0.5625,0.0,0.0,0.0
paracentral-lh,0.0,0.0,0.0,0.0,0.0,0.9183673469387755,0.08163265306122448,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.10344827586206896,0.0,0.06896551724137931,0.7413793103448276,0.08620689655172414
temporalpole-rh,0.0,0.0,0.0,0.1702127659574468,0.0,0.02127659574468085,0.10638297872340426,0.7021276595744681
