,inferiorparietal-rh,parsopercularis-lh,postcentral-rh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,supramarginal-rh
inferiorparietal-rh,0.2,0.016666666666666666,0.18333333333333332,0.016666666666666666,0.016666666666666666,0.11666666666666667,0.23333333333333334,0.21666666666666667
parsopercularis-lh,0.0,0.6666666666666666,0.0,0.06666666666666667,0.1,0.06666666666666667,0.06666666666666667,0.03333333333333333
postcentral-rh,0.12162162162162163,0.0,0.22972972972972974,0.05405405405405406,0.04054054054054054,0.14864864864864866,0.22972972972972974,0.17567567567567569
superiorfrontal-lh,0.01818181818181818,0.05454545454545454,0.03636363636363636,0.4,0.18181818181818182,0.16363636363636364,0.07272727272727272,0.07272727272727272
superiorfrontal-rh,0.0,0.0625,0.041666666666666664,0.1875,0.3541666666666667,0.25,0.0625,0.041666666666666664
superiorparietal-lh,0.06097560975609756,0.036585365853658534,0.12195121951219512,0.10975609756097561,0.17073170731707318,0.23170731707317074,0.14634146341463414,0.12195121951219512
superiorparietal-rh,0.13541666666666666,0.03125,0.16666666666666666,0.03125,0.03125,0.10416666666666667,0.2916666666666667,0.20833333333333334
supramarginal-rh,0.15476190476190477,0.023809523809523808,0.16666666666666666,0.03571428571428571,0.023809523809523808,0.11904761904761904,0.25,0.2261904761904762
