,Fp1,Fz,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.07446808510638298,0.0,0.0,0.00425531914893617,0.0,0.052127659574468084,0.0627659574468085,0.0,0.0,0.0,0.0,0.0,0.05638297872340425,0.0,0.0,0.03404255319148936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05638297872340425,0.0,0.0,0.0,0.0,0.0,0.0,0.07127659574468086,0.06808510638297872,0.0,0.07127659574468086,0.0,0.0,0.0,0.0,0.0,0.0,0.06595744680851064,0.06489361702127659,0.0,0.0,0.0,0.059574468085106386,0.0,0.0,0.0,0.0,0.06063829787234042,0.04893617021276596,0.07340425531914893,0.031914893617021274,0.0,0.0,0.0,0.0,0.0,0.043617021276595745,0.0,0.0
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.056338028169014086,0.0,0.0,0.04225352112676056,0.0,0.056338028169014086,0.056338028169014086,0.0,0.0,0.0,0.0,0.0,0.056338028169014086,0.0,0.0,0.056338028169014086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056338028169014086,0.0,0.0,0.0,0.0,0.0,0.0,0.056338028169014086,0.056338028169014086,0.0,0.056338028169014086,0.0,0.0,0.0,0.0,0.0,0.0,0.056338028169014086,0.056338028169014086,0.0,0.0,0.0,0.056338028169014086,0.0,0.0,0.0,0.0,0.056338028169014086,0.056338028169014086,0.056338028169014086,0.056338028169014086,0.0,0.0,0.0,0.0,0.0,0.056338028169014086,0.0,0.0
FC5,0.0,0.0,0.0,0.0,0.09144542772861357,0.0,0.0,0.0,0.0943952802359882,0.0,0.0,0.0,0.0,0.07817109144542773,0.0,0.0,0.011799410029498525,0.0,0.051622418879056046,0.011799410029498525,0.0,0.0014749262536873156,0.0,0.0,0.0,0.07079646017699115,0.0,0.06784660766961652,0.0,0.007374631268436578,0.0,0.0,0.0943952802359882,0.0,0.07227138643067847,0.0,0.0,0.0058997050147492625,0.0943952802359882,0.0,0.0,0.0,0.0,0.0943952802359882,0.08112094395280237,0.0,0.0,0.0058997050147492625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05752212389380531,0.0,0.0,0.0,0.007374631268436578,0.0
FC1,0.06388526727509779,0.0,0.0,0.005215123859191656,0.0,0.06258148631029987,0.06388526727509779,0.0,0.0,0.0,0.0,0.0,0.05997392438070404,0.0,0.0,0.041720990873533245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05867014341590613,0.0,0.0,0.0,0.0,0.0,0.0,0.06388526727509779,0.06388526727509779,0.0,0.06388526727509779,0.0,0.0,0.0,0.0,0.0,0.0,0.06258148631029987,0.06388526727509779,0.0,0.0,0.0,0.05997392438070404,0.0,0.0,0.0,0.0,0.061277705345501955,0.05345501955671447,0.06388526727509779,0.03911342894393742,0.0,0.0,0.0,0.0,0.0,0.048239895697522815,0.0,0.0
C3,0.06644144144144144,0.0,0.0,0.0045045045045045045,0.0,0.05518018018018018,0.06531531531531531,0.0,0.0,0.0,0.0,0.0,0.059684684684684686,0.0,0.0,0.036036036036036036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059684684684684686,0.0,0.0,0.0,0.0,0.0,0.0,0.06644144144144144,0.06644144144144144,0.0,0.06644144144144144,0.0,0.0,0.0,0.0,0.0,0.0,0.06418918918918919,0.06644144144144144,0.0,0.0,0.0,0.061936936936936936,0.0,0.0,0.0,0.0,0.06306306306306306,0.0518018018018018,0.06644144144144144,0.033783783783783786,0.0,0.0,0.0,0.0,0.0,0.04617117117117117,0.0,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.08445040214477212,0.0,0.0,0.0,0.10187667560321716,0.0,0.0,0.0,0.0,0.07908847184986595,0.0,0.0,0.010723860589812333,0.0,0.04691689008042895,0.010723860589812333,0.0,0.0013404825737265416,0.0,0.0,0.0,0.06702412868632708,0.0,0.06166219839142091,0.0,0.006702412868632708,0.0,0.0,0.10455764075067024,0.0,0.06702412868632708,0.0,0.0,0.005361930294906166,0.10455764075067024,0.0,0.0,0.0,0.0,0.10187667560321716,0.07372654155495978,0.0,0.0,0.005361930294906166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06032171581769437,0.0,0.0,0.0,0.006702412868632708,0.0
CP5,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.05263157894736842,0.0,0.05263157894736842,0.05263157894736842,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842,0.0,0.05263157894736842,0.0,0.05263157894736842,0.0,0.0,0.05263157894736842,0.0,0.05263157894736842,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842,0.0
