,caudalmiddlefrontal-lh,parsopercularis-lh,postcentral-rh,precentral-lh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.16071428571428573,0.0,0.19642857142857142,0.14285714285714285,0.10714285714285714,0.125,0.08928571428571429,0.17857142857142858
parsopercularis-lh,0.016129032258064516,0.5161290322580645,0.016129032258064516,0.3870967741935484,0.016129032258064516,0.016129032258064516,0.016129032258064516,0.016129032258064516
postcentral-rh,0.15,0.0,0.21666666666666667,0.15,0.1,0.11666666666666667,0.08333333333333333,0.18333333333333332
precentral-lh,0.07920792079207921,0.22772277227722773,0.10891089108910891,0.3069306930693069,0.0594059405940594,0.06930693069306931,0.04950495049504951,0.09900990099009901
superiorfrontal-lh,0.16326530612244897,0.0,0.16326530612244897,0.14285714285714285,0.12244897959183673,0.14285714285714285,0.10204081632653061,0.16326530612244897
superiorfrontal-rh,0.17307692307692307,0.0,0.17307692307692307,0.1346153846153846,0.11538461538461539,0.1346153846153846,0.09615384615384616,0.17307692307692307
superiortemporal-lh,0.14285714285714285,0.0,0.16666666666666666,0.16666666666666666,0.11904761904761904,0.11904761904761904,0.11904761904761904,0.16666666666666666
superiortemporal-rh,0.15,0.0,0.21666666666666667,0.15,0.1,0.11666666666666667,0.08333333333333333,0.18333333333333332
