,entorhinal-lh,frontalpole-lh,fusiform-lh,insula-lh,insula-rh,lingual-lh,parahippocampal-lh,parahippocampal-rh
entorhinal-lh,0.2039045553145336,0.0,0.08532176428054954,0.1381055676066522,0.128705712219812,0.13521330441070137,0.17208966015907448,0.13665943600867678
frontalpole-lh,0.0,0.9743589743589743,0.0,0.02564102564102564,0.0,0.0,0.0,0.0
fusiform-lh,0.1504539559014267,0.0,0.1556420233463035,0.0609597924773022,0.1582360570687419,0.1582360570687419,0.1582360570687419,0.1582360570687419
insula-lh,0.20440251572327045,0.007337526205450734,0.05345911949685535,0.27672955974842767,0.09119496855345911,0.11006289308176101,0.1540880503144654,0.10272536687631027
insula-rh,0.1389776357827476,0.0,0.09744408945686901,0.06629392971246006,0.21405750798722045,0.14057507987220447,0.14696485623003194,0.19568690095846644
lingual-lh,0.1585261353898886,0.0,0.10454155955441302,0.08654670094258783,0.15424164524421594,0.1662382176520994,0.1662382176520994,0.1636675235646958
parahippocampal-lh,0.17647058823529413,0.0,0.09200603318250378,0.10784313725490197,0.14177978883861236,0.1478129713423831,0.18401206636500755,0.15007541478129713
parahippocampal-rh,0.12946116165150454,0.0,0.08537438768369489,0.06578026592022393,0.172148355493352,0.13086074177746676,0.1364590622813156,0.27991602519244224
