,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,paracentral-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.3976945244956772,0.07204610951008646,0.0,0.0,0.0,0.2478386167146974,0.008645533141210375,0.2737752161383285
frontalpole-rh,0.09152542372881356,0.5627118644067797,0.0,0.0,0.0,0.0,0.0,0.34576271186440677
isthmuscingulate-rh,0.0,0.0,0.6442166910688141,0.24158125915080528,0.11420204978038068,0.0,0.0,0.0
medialorbitofrontal-lh,0.0,0.0,0.31650485436893205,0.42330097087378643,0.26019417475728157,0.0,0.0,0.0
medialorbitofrontal-rh,0.0,0.0,0.20105820105820105,0.3492063492063492,0.4497354497354497,0.0,0.0,0.0
paracentral-rh,0.13870967741935483,0.0,0.0,0.0,0.0,0.6806451612903226,0.01129032258064516,0.1693548387096774
rostralanteriorcingulate-lh,0.2,0.0,0.0,0.0,0.0,0.28,0.24,0.28
rostralanteriorcingulate-rh,0.1552,0.1632,0.0,0.0,0.0,0.168,0.0112,0.5024
