,Fz,F3,F7,FT9,FC5,FC1,C3,CP5,CP1,Pz,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fz,0.02040816326530612,0.030612244897959183,0.030612244897959183,0.030612244897959183,0.030612244897959183,0.030612244897959183,0.030612244897959183,0.030612244897959183,0.0,0.030612244897959183,0.0,0.0,0.030612244897959183,0.030612244897959183,0.030612244897959183,0.0,0.0,0.030612244897959183,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.0,0.0,0.030612244897959183,0.030612244897959183,0.0,0.030612244897959183,0.0,0.030612244897959183,0.030612244897959183,0.0,0.02040816326530612,0.01020408163265306,0.0,0.0,0.030612244897959183,0.01020408163265306,0.0,0.030612244897959183,0.030612244897959183,0.030612244897959183,0.030612244897959183,0.030612244897959183,0.030612244897959183,0.0,0.0,0.02040816326530612,0.030612244897959183,0.0,0.0,0.0,0.030612244897959183,0.030612244897959183,0.0,0.01020408163265306,0.0,0.0,0.02040816326530612,0.030612244897959183
F3,0.0056179775280898875,0.033707865168539325,0.016853932584269662,0.0149812734082397,0.016853932584269662,0.016853932584269662,0.016853932584269662,0.035580524344569285,0.028089887640449437,0.031835205992509365,0.0,0.02247191011235955,0.018726591760299626,0.016853932584269662,0.018726591760299626,0.0,0.0,0.031835205992509365,0.0299625468164794,0.0299625468164794,0.0299625468164794,0.0,0.0,0.016853932584269662,0.033707865168539325,0.02247191011235955,0.0149812734082397,0.0,0.016853932584269662,0.013108614232209739,0.028089887640449437,0.0149812734082397,0.028089887640449437,0.020599250936329586,0.024344569288389514,0.016853932584269662,0.0299625468164794,0.009363295880149813,0.031835205992509365,0.035580524344569285,0.035580524344569285,0.024344569288389514,0.0299625468164794,0.018726591760299626,0.0,0.0,0.028089887640449437,0.016853932584269662,0.0,0.0,0.0,0.016853932584269662,0.016853932584269662,0.0,0.009363295880149813,0.0,0.0,0.013108614232209739,0.016853932584269662
F7,0.01,0.02666666666666667,0.02666666666666667,0.02666666666666667,0.03,0.03,0.03,0.03,0.013333333333333334,0.023333333333333334,0.0,0.006666666666666667,0.03,0.02666666666666667,0.03,0.0,0.0,0.023333333333333334,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.0,0.0,0.02666666666666667,0.023333333333333334,0.01,0.02666666666666667,0.0,0.023333333333333334,0.023333333333333334,0.013333333333333334,0.02,0.016666666666666666,0.0033333333333333335,0.01,0.03,0.016666666666666666,0.0,0.02666666666666667,0.03,0.03,0.02666666666666667,0.02666666666666667,0.03,0.0,0.0,0.02,0.03,0.0,0.0,0.0,0.03,0.03,0.0,0.016666666666666666,0.0,0.0,0.02,0.02666666666666667
FT9,0.009900990099009901,0.019801980198019802,0.019801980198019802,0.06930693069306931,0.0231023102310231,0.0594059405940594,0.0627062706270627,0.0231023102310231,0.006600660066006601,0.0165016501650165,0.0165016501650165,0.0,0.026402640264026403,0.019801980198019802,0.0231023102310231,0.0,0.0,0.0165016501650165,0.009900990099009901,0.009900990099009901,0.009900990099009901,0.0,0.0,0.019801980198019802,0.0165016501650165,0.0033003300330033004,0.0231023102310231,0.0,0.0165016501650165,0.0429042904290429,0.006600660066006601,0.013201320132013201,0.009900990099009901,0.0,0.0033003300330033004,0.0627062706270627,0.009900990099009901,0.0,0.019801980198019802,0.0231023102310231,0.0231023102310231,0.019801980198019802,0.019801980198019802,0.0231023102310231,0.0,0.0,0.013201320132013201,0.0627062706270627,0.0,0.0,0.0,0.0594059405940594,0.0231023102310231,0.0,0.009900990099009901,0.0,0.0,0.013201320132013201,0.019801980198019802
FC5,0.011194029850746268,0.026119402985074626,0.026119402985074626,0.033582089552238806,0.029850746268656716,0.033582089552238806,0.033582089552238806,0.029850746268656716,0.011194029850746268,0.022388059701492536,0.0,0.0037313432835820895,0.033582089552238806,0.026119402985074626,0.029850746268656716,0.0,0.0,0.022388059701492536,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.0,0.0,0.026119402985074626,0.022388059701492536,0.007462686567164179,0.029850746268656716,0.0,0.022388059701492536,0.029850746268656716,0.011194029850746268,0.018656716417910446,0.014925373134328358,0.0,0.007462686567164179,0.033582089552238806,0.014925373134328358,0.0,0.026119402985074626,0.029850746268656716,0.029850746268656716,0.026119402985074626,0.026119402985074626,0.029850746268656716,0.0,0.0,0.018656716417910446,0.033582089552238806,0.0,0.0,0.0,0.033582089552238806,0.029850746268656716,0.0,0.014925373134328358,0.0,0.0,0.018656716417910446,0.026119402985074626
FC1,0.009009009009009009,0.021021021021021023,0.021021021021021023,0.057057057057057055,0.024024024024024024,0.05405405405405406,0.057057057057057055,0.024024024024024024,0.009009009009009009,0.018018018018018018,0.006006006006006006,0.003003003003003003,0.02702702702702703,0.021021021021021023,0.024024024024024024,0.0,0.0,0.018018018018018018,0.012012012012012012,0.012012012012012012,0.012012012012012012,0.0,0.0,0.021021021021021023,0.018018018018018018,0.006006006006006006,0.024024024024024024,0.0,0.018018018018018018,0.03903903903903904,0.009009009009009009,0.015015015015015015,0.012012012012012012,0.0,0.006006006006006006,0.057057057057057055,0.012012012012012012,0.0,0.021021021021021023,0.024024024024024024,0.024024024024024024,0.021021021021021023,0.021021021021021023,0.024024024024024024,0.0,0.0,0.015015015015015015,0.057057057057057055,0.0,0.0,0.0,0.05405405405405406,0.024024024024024024,0.0,0.012012012012012012,0.0,0.0,0.015015015015015015,0.021021021021021023
C3,0.008955223880597015,0.020895522388059702,0.020895522388059702,0.05970149253731343,0.023880597014925373,0.05373134328358209,0.056716417910447764,0.023880597014925373,0.008955223880597015,0.01791044776119403,0.008955223880597015,0.0029850746268656717,0.026865671641791045,0.020895522388059702,0.023880597014925373,0.0,0.0,0.01791044776119403,0.011940298507462687,0.011940298507462687,0.011940298507462687,0.0,0.0,0.020895522388059702,0.01791044776119403,0.005970149253731343,0.023880597014925373,0.0,0.01791044776119403,0.03880597014925373,0.008955223880597015,0.014925373134328358,0.011940298507462687,0.0,0.005970149253731343,0.056716417910447764,0.011940298507462687,0.0,0.020895522388059702,0.023880597014925373,0.023880597014925373,0.020895522388059702,0.020895522388059702,0.023880597014925373,0.0,0.0,0.014925373134328358,0.056716417910447764,0.0,0.0,0.0,0.05373134328358209,0.023880597014925373,0.0,0.011940298507462687,0.0,0.0,0.014925373134328358,0.020895522388059702
CP5,0.005385996409335727,0.03231597845601436,0.01615798922800718,0.01615798922800718,0.01615798922800718,0.017953321364452424,0.017953321364452424,0.04488330341113106,0.026929982046678635,0.03052064631956912,0.0,0.019748653500897665,0.019748653500897665,0.01615798922800718,0.017953321364452424,0.0,0.0,0.03052064631956912,0.03411131059245961,0.03231597845601436,0.03411131059245961,0.0,0.0,0.01615798922800718,0.03231597845601436,0.019748653500897665,0.01436265709156194,0.0,0.01436265709156194,0.01436265709156194,0.026929982046678635,0.012567324955116697,0.025134649910233394,0.017953321364452424,0.02154398563734291,0.017953321364452424,0.02872531418312388,0.00718132854578097,0.03052064631956912,0.04488330341113106,0.04488330341113106,0.02154398563734291,0.026929982046678635,0.017953321364452424,0.0,0.0,0.025134649910233394,0.017953321364452424,0.0,0.0,0.0,0.017953321364452424,0.01615798922800718,0.0,0.008976660682226212,0.0,0.0,0.012567324955116697,0.01615798922800718
CP1,0.004123711340206186,0.032989690721649485,0.012371134020618556,0.008247422680412371,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.030927835051546393,0.03711340206185567,0.03505154639175258,0.004123711340206186,0.030927835051546393,0.012371134020618556,0.012371134020618556,0.012371134020618556,0.0,0.0,0.03505154639175258,0.041237113402061855,0.041237113402061855,0.041237113402061855,0.0,0.0,0.012371134020618556,0.03711340206185567,0.030927835051546393,0.008247422680412371,0.0,0.01443298969072165,0.006185567010309278,0.03917525773195876,0.01443298969072165,0.03711340206185567,0.0288659793814433,0.032989690721649485,0.010309278350515464,0.03917525773195876,0.016494845360824743,0.0288659793814433,0.030927835051546393,0.030927835051546393,0.020618556701030927,0.026804123711340205,0.012371134020618556,0.0,0.0,0.032989690721649485,0.010309278350515464,0.0,0.0,0.0,0.010309278350515464,0.010309278350515464,0.0,0.010309278350515464,0.0,0.0,0.012371134020618556,0.012371134020618556
Pz,0.005607476635514018,0.03551401869158879,0.016822429906542057,0.013084112149532711,0.014953271028037384,0.014953271028037384,0.014953271028037384,0.03364485981308411,0.029906542056074768,0.03364485981308411,0.0,0.024299065420560748,0.016822429906542057,0.016822429906542057,0.016822429906542057,0.0,0.0,0.03364485981308411,0.03177570093457944,0.03177570093457944,0.03177570093457944,0.0,0.0,0.016822429906542057,0.03551401869158879,0.024299065420560748,0.013084112149532711,0.0,0.016822429906542057,0.011214953271028037,0.029906542056074768,0.014953271028037384,0.029906542056074768,0.022429906542056073,0.026168224299065422,0.014953271028037384,0.03177570093457944,0.011214953271028037,0.03177570093457944,0.03364485981308411,0.03364485981308411,0.024299065420560748,0.029906542056074768,0.016822429906542057,0.0,0.0,0.029906542056074768,0.014953271028037384,0.0,0.0,0.0,0.014953271028037384,0.014953271028037384,0.0,0.009345794392523364,0.0,0.0,0.013084112149532711,0.016822429906542057
