,Fp1,FT9,T7,TP9,Fp2,F5,TP7,AF4
Fp1,0.527027027027027,0.0,0.0,0.0,0.47297297297297297,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.5138888888888888,0.0,0.0,0.0,0.4861111111111111,0.0,0.0,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.5087719298245614,0.0,0.49122807017543857
TP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.5087719298245614,0.0,0.49122807017543857
