,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.05069124423963134,0.0,0.0,0.0,0.0,0.055299539170506916,0.0,0.0,0.055299539170506916,0.0,0.0,0.0,0.055299539170506916,0.0,0.04608294930875576,0.0,0.0,0.0,0.0,0.041474654377880185,0.0,0.0,0.0,0.0,0.004608294930875576,0.0,0.0,0.055299539170506916,0.055299539170506916,0.0,0.0,0.055299539170506916,0.0,0.0,0.055299539170506916,0.027649769585253458,0.055299539170506916,0.0,0.055299539170506916,0.055299539170506916,0.0,0.0,0.0,0.055299539170506916,0.0,0.055299539170506916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055299539170506916,0.0,0.055299539170506916,0.0,0.055299539170506916,0.0,0.0,0.0
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.0,0.0,0.0821529745042493,0.0764872521246459,0.056657223796033995,0.0,0.0,0.0708215297450425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04815864022662889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039660056657223795,0.0,0.0,0.06232294617563739,0.05099150141643059,0.0,0.0,0.06232294617563739,0.0,0.0,0.0,0.0679886685552408,0.0,0.0,0.0,0.07932011331444759,0.0,0.0,0.08498583569405099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0708215297450425,0.0,0.06515580736543909,0.0821529745042493,0.0
FT9,0.0,0.0,0.0,0.07871720116618076,0.07580174927113703,0.05830903790087463,0.0,0.0,0.06997084548104957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04956268221574344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04081632653061224,0.0,0.0,0.0641399416909621,0.052478134110787174,0.0,0.0,0.0641399416909621,0.0,0.0,0.0,0.06997084548104957,0.0,0.0,0.0,0.07871720116618076,0.0,0.0,0.07871720116618076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0728862973760933,0.0,0.06705539358600583,0.07871720116618076,0.0
FC5,0.0,0.0,0.0,0.07246376811594203,0.07246376811594203,0.06884057971014493,0.0,0.0,0.06521739130434782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057971014492753624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03985507246376811,0.0,0.0,0.07246376811594203,0.06159420289855073,0.0,0.0,0.06884057971014493,0.0,0.0,0.0,0.06884057971014493,0.0,0.0,0.0,0.07246376811594203,0.0,0.0,0.07246376811594203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07246376811594203,0.0,0.06159420289855073,0.07246376811594203,0.0
FC1,0.0,0.0216998191681736,0.0,0.0,0.0,0.0,0.0922242314647378,0.0,0.0,0.05605786618444846,0.0,0.0,0.0,0.05786618444846293,0.0,0.03074141048824593,0.0,0.0,0.0,0.0,0.027124773960216998,0.0,0.0,0.0,0.0,0.0162748643761302,0.0,0.0,0.05244122965641953,0.06148282097649186,0.0,0.0,0.048824593128390596,0.0,0.0,0.05244122965641953,0.027124773960216998,0.048824593128390596,0.0,0.06329113924050633,0.07775768535262206,0.0,0.0,0.0,0.05605786618444846,0.0,0.05244122965641953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05244122965641953,0.0,0.0433996383363472,0.0,0.06148282097649186,0.0,0.0,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.0,0.07530120481927711,0.07530120481927711,0.060240963855421686,0.0,0.0,0.07228915662650602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05120481927710843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04216867469879518,0.0,0.0,0.06325301204819277,0.05421686746987952,0.0,0.0,0.06626506024096386,0.0,0.0,0.0,0.07228915662650602,0.0,0.0,0.0,0.07530120481927711,0.0,0.0,0.07530120481927711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07228915662650602,0.0,0.06927710843373494,0.07530120481927711,0.0
TP9,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.061507936507936505,0.0,0.0,0.05952380952380952,0.0,0.0,0.0,0.057539682539682536,0.0,0.03373015873015873,0.0,0.0,0.0,0.0,0.02976190476190476,0.0,0.0,0.0,0.0,0.017857142857142856,0.0,0.0,0.05555555555555555,0.061507936507936505,0.0,0.0,0.05357142857142857,0.0,0.0,0.057539682539682536,0.02976190476190476,0.05357142857142857,0.0,0.061507936507936505,0.061507936507936505,0.0,0.0,0.0,0.05952380952380952,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057539682539682536,0.0,0.047619047619047616,0.0,0.061507936507936505,0.0,0.0,0.0
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
