,Fp1,C4,FC6,FC2,AF7,F5,FC4,FCz
Fp1,0.7522658610271903,0.24773413897280966,0.0,0.0,0.0,0.0,0.0,0.0
C4,0.5060240963855421,0.4939759036144578,0.0,0.0,0.0,0.0,0.0,0.0
FC6,0.0,0.0,0.3817204301075269,0.3870967741935484,0.0,0.0,0.23118279569892472,0.0
FC2,0.0,0.0,0.24573378839590443,0.590443686006826,0.0,0.0,0.16382252559726962,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC4,0.0,0.0,0.3103448275862069,0.3448275862068966,0.0,0.0,0.3448275862068966,0.0
FCz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
