,Fz,F3,FC2,AFz,F1,F5,FC4,FCz
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.78,0.22,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.11842105263157894,0.881578947368421,0.0,0.0,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.5120481927710844,0.4879518072289157,0.0
FC4,0.0,0.0,0.0,0.0,0.0,0.28668941979522183,0.7133105802047781,0.0
FCz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
