,caudalmiddlefrontal-lh,parsopercularis-lh,postcentral-lh,postcentral-rh,rostralmiddlefrontal-lh,superiorparietal-lh,superiorparietal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.1724137931034483,0.0896551724137931,0.0896551724137931,0.1724137931034483,0.0896551724137931,0.1103448275862069,0.18620689655172415,0.0896551724137931
parsopercularis-lh,0.096,0.208,0.128,0.096,0.128,0.216,0.128,0.0
postcentral-lh,0.0967741935483871,0.12903225806451613,0.18548387096774194,0.0967741935483871,0.16129032258064516,0.1935483870967742,0.13709677419354838,0.0
postcentral-rh,0.1724137931034483,0.0896551724137931,0.0896551724137931,0.1724137931034483,0.0896551724137931,0.1103448275862069,0.18620689655172415,0.0896551724137931
rostralmiddlefrontal-lh,0.1016949152542373,0.1271186440677966,0.17796610169491525,0.1016949152542373,0.1694915254237288,0.17796610169491525,0.1440677966101695,0.0
superiorparietal-lh,0.09815950920245399,0.15950920245398773,0.1411042944785276,0.09815950920245399,0.12269938650306748,0.22699386503067484,0.12883435582822086,0.024539877300613498
superiorparietal-rh,0.1488095238095238,0.08928571428571429,0.10714285714285714,0.1488095238095238,0.10714285714285714,0.125,0.19642857142857142,0.07738095238095238
supramarginal-rh,0.23214285714285715,0.0,0.0,0.23214285714285715,0.0,0.05357142857142857,0.25,0.23214285714285715
