,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,postcentral-rh,rostralmiddlefrontal-lh,superiorparietal-rh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.2549019607843137,0.0,0.11764705882352941,0.2549019607843137,0.0,0.19607843137254902,0.0,0.17647058823529413
caudalmiddlefrontal-rh,0.0,0.42391304347826086,0.21739130434782608,0.0,0.21739130434782608,0.0,0.14130434782608695,0.0
parsopercularis-lh,0.05,0.19,0.32,0.04,0.2,0.07,0.13,0.0
postcentral-rh,0.26,0.0,0.1,0.26,0.0,0.18,0.0,0.2
rostralmiddlefrontal-lh,0.0,0.2159090909090909,0.23863636363636365,0.0,0.3977272727272727,0.0,0.14772727272727273,0.0
superiorparietal-rh,0.23255813953488372,0.0,0.18604651162790697,0.20930232558139536,0.0,0.2558139534883721,0.0,0.11627906976744186
superiortemporal-rh,0.0,0.1590909090909091,0.1590909090909091,0.0,0.1590909090909091,0.0,0.5227272727272727,0.0
supramarginal-rh,0.24242424242424243,0.0,0.0,0.2727272727272727,0.0,0.12121212121212122,0.0,0.36363636363636365
