,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,postcentral-rh,rostralmiddlefrontal-lh,superiorparietal-lh,superiorparietal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.17073170731707318,0.0,0.0,0.1951219512195122,0.04878048780487805,0.1951219512195122,0.1951219512195122,0.1951219512195122
caudalmiddlefrontal-rh,0.0,0.39344262295081966,0.11475409836065574,0.0,0.26229508196721313,0.22950819672131148,0.0,0.0
parsopercularis-lh,0.0,0.14545454545454545,0.4,0.0,0.3090909090909091,0.14545454545454545,0.0,0.0
postcentral-rh,0.08974358974358974,0.0,0.0,0.24358974358974358,0.02564102564102564,0.20512820512820512,0.24358974358974358,0.19230769230769232
rostralmiddlefrontal-lh,0.03333333333333333,0.18888888888888888,0.18888888888888888,0.03333333333333333,0.3,0.18888888888888888,0.03333333333333333,0.03333333333333333
superiorparietal-lh,0.056,0.12,0.056,0.136,0.136,0.24,0.136,0.12
superiorparietal-rh,0.08974358974358974,0.0,0.0,0.24358974358974358,0.02564102564102564,0.20512820512820512,0.24358974358974358,0.19230769230769232
supramarginal-rh,0.0945945945945946,0.0,0.0,0.21621621621621623,0.02702702702702703,0.21621621621621623,0.21621621621621623,0.22972972972972974
