subject,session,condition,sigma_ratio,sigma_eig,ci_low,ci_high,ci_method,state,window
S26,Sess02,MOTOR_EXECUTION-LEFT,0.9751393519031256,0.9999999999999998,0.9608770330260943,0.990038683776702,bootstrap,critical,fullwin_beta
S26,Sess02,MOTOR_EXECUTION-RIGHT,0.9796553669022311,1.0000000000000002,0.9654275912828777,0.9938930302494013,bootstrap,critical,fullwin_beta
S26,Sess02,MOTOR_IMAGERY-LEFT,0.9860196730646947,1.0000000000000004,0.9729332715321061,0.9982650698278771,bootstrap,critical,fullwin_beta
S26,Sess02,MOTOR_IMAGERY-RIGHT,0.9804981328627161,0.9999999999999991,0.969635447671219,0.9930066348566663,bootstrap,critical,fullwin_beta
S26,Sess02,MOTOR_EXECUTION,0.9773973594026784,1.0,0.963152312154486,0.9919658570130516,bootstrap,critical,fullwin_beta
S26,Sess02,MOTOR_IMAGERY,0.9832589029637054,0.9999999999999998,0.9712843596016625,0.9956358523422717,bootstrap,critical,fullwin_beta
S26,Sess02,LEFT,0.9805795124839102,1.0,0.9669051522791001,0.9941518768022896,bootstrap,critical,fullwin_beta
S26,Sess02,RIGHT,0.9800767498824736,0.9999999999999997,0.9675315194770484,0.9934498325530339,bootstrap,critical,fullwin_beta
S26,Sess02,LEFT_vs_RIGHT,0.0005027626014365572,0.0,-0.026544680273933752,0.02662035732524115,bootstrap,delta,fullwin_beta
S26,Sess02,IMAGERY_vs_EXECUTION,0.005861543561027083,0.0,-0.020681497411389138,0.03248354018778565,bootstrap,delta,fullwin_beta
S26,Sess02,ME_LEFT_vs_ME_RIGHT,-0.004516014999105478,0.0,-0.03301599722330706,0.024611092493824316,bootstrap,delta,fullwin_beta
S26,Sess02,MI_LEFT_vs_MI_RIGHT,0.005521540201978592,0.0,-0.020073363324560223,0.028629622156658097,bootstrap,delta,fullwin_beta
