,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh,temporalpole-rh,transversetemporal-rh
frontalpole-lh,0.25,0.2604166666666667,0.0,0.22916666666666666,0.0,0.2604166666666667,0.0,0.0
frontalpole-rh,0.25,0.26,0.0,0.23,0.0,0.26,0.0,0.0
lateralorbitofrontal-rh,0.0,0.0,0.38461538461538464,0.0,0.23076923076923078,0.0,0.38461538461538464,0.0
medialorbitofrontal-rh,0.23255813953488372,0.2441860465116279,0.0,0.27906976744186046,0.0,0.2441860465116279,0.0,0.0
parahippocampal-rh,0.0,0.0,0.34285714285714286,0.0,0.3142857142857143,0.0,0.34285714285714286,0.0
rostralanteriorcingulate-lh,0.25,0.26,0.0,0.23,0.0,0.26,0.0,0.0
temporalpole-rh,0.0,0.0,0.38461538461538464,0.0,0.23076923076923078,0.0,0.38461538461538464,0.0
transversetemporal-rh,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.75
