,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.09487179487179487,0.09487179487179487,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,0.010256410256410256,0.0,0.0,0.0,0.0,0.10256410256410256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06923076923076923,0.035897435897435895,0.007692307692307693,0.0,0.0,0.0,0.0,0.0,0.010256410256410256,0.09487179487179487,0.005128205128205128,0.0,0.07179487179487179,0.0,0.0,0.0,0.002564102564102564,0.0,0.0,0.0,0.002564102564102564,0.002564102564102564,0.002564102564102564,0.0,0.002564102564102564,0.0641025641025641,0.0,0.0,0.03076923076923077,0.0,0.04358974358974359,0.06923076923076923,0.03076923076923077,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Fz,0.09487179487179487,0.09487179487179487,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,0.010256410256410256,0.0,0.0,0.0,0.0,0.10256410256410256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06923076923076923,0.035897435897435895,0.007692307692307693,0.0,0.0,0.0,0.0,0.0,0.010256410256410256,0.09487179487179487,0.005128205128205128,0.0,0.07179487179487179,0.0,0.0,0.0,0.002564102564102564,0.0,0.0,0.0,0.002564102564102564,0.002564102564102564,0.002564102564102564,0.0,0.002564102564102564,0.0641025641025641,0.0,0.0,0.03076923076923077,0.0,0.04358974358974359,0.06923076923076923,0.03076923076923077,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
F3,0.0,0.0,0.03212435233160622,0.035233160621761656,0.035233160621761656,0.031088082901554404,0.0,0.0,0.0,0.022797927461139896,0.0,0.0,0.03212435233160622,0.0,0.021761658031088083,0.02383419689119171,0.0,0.0,0.029015544041450778,0.035233160621761656,0.035233160621761656,0.0,0.0,0.0,0.02072538860103627,0.017616580310880828,0.02383419689119171,0.0,0.03212435233160622,0.0,0.0,0.0,0.031088082901554404,0.0,0.035233160621761656,0.021761658031088083,0.0,0.031088082901554404,0.031088082901554404,0.03005181347150259,0.0,0.03419689119170984,0.03419689119170984,0.03419689119170984,0.035233160621761656,0.03419689119170984,0.0,0.0,0.0,0.0,0.015544041450777202,0.0,0.0,0.0,0.0,0.03212435233160622,0.031088082901554404,0.035233160621761656,0.0,0.035233160621761656,0.035233160621761656,0.035233160621761656
F7,0.0,0.0,0.03232125367286973,0.03525954946131244,0.03525954946131244,0.030362389813907934,0.0,0.0,0.0,0.022526934378060724,0.0,0.0,0.03232125367286973,0.0,0.02056807051909892,0.022526934378060724,0.0,0.0,0.02840352595494613,0.03623898139079334,0.03525954946131244,0.0,0.0,0.0,0.019588638589618023,0.01665034280117532,0.022526934378060724,0.0,0.03232125367286973,0.0,0.0,0.0,0.030362389813907934,0.0,0.03623898139079334,0.02056807051909892,0.0,0.031341821743388835,0.030362389813907934,0.029382957884427033,0.0,0.03525954946131244,0.03525954946131244,0.03525954946131244,0.03623898139079334,0.03525954946131244,0.0,0.0,0.0,0.0,0.014691478942213516,0.0,0.0,0.0,0.0,0.03232125367286973,0.030362389813907934,0.03623898139079334,0.0,0.03623898139079334,0.03623898139079334,0.03623898139079334
FT9,0.0,0.0,0.03232125367286973,0.03525954946131244,0.03525954946131244,0.030362389813907934,0.0,0.0,0.0,0.022526934378060724,0.0,0.0,0.03232125367286973,0.0,0.02056807051909892,0.022526934378060724,0.0,0.0,0.02840352595494613,0.03623898139079334,0.03525954946131244,0.0,0.0,0.0,0.019588638589618023,0.01665034280117532,0.022526934378060724,0.0,0.03232125367286973,0.0,0.0,0.0,0.030362389813907934,0.0,0.03623898139079334,0.02056807051909892,0.0,0.031341821743388835,0.030362389813907934,0.029382957884427033,0.0,0.03525954946131244,0.03525954946131244,0.03525954946131244,0.03623898139079334,0.03525954946131244,0.0,0.0,0.0,0.0,0.014691478942213516,0.0,0.0,0.0,0.0,0.03232125367286973,0.030362389813907934,0.03623898139079334,0.0,0.03623898139079334,0.03623898139079334,0.03623898139079334
FC5,0.0,0.0,0.032327586206896554,0.034482758620689655,0.034482758620689655,0.03125,0.0,0.0,0.0,0.023706896551724137,0.0,0.0,0.032327586206896554,0.0,0.022629310344827586,0.02478448275862069,0.0,0.0,0.03017241379310345,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,0.021551724137931036,0.018318965517241378,0.02478448275862069,0.0,0.032327586206896554,0.0,0.0,0.0,0.03125,0.0,0.034482758620689655,0.022629310344827586,0.0,0.03125,0.03125,0.03125,0.0,0.0334051724137931,0.0334051724137931,0.0334051724137931,0.034482758620689655,0.0334051724137931,0.0,0.0,0.0,0.0,0.016163793103448277,0.0,0.0,0.0,0.0,0.032327586206896554,0.03125,0.034482758620689655,0.0,0.034482758620689655,0.034482758620689655,0.034482758620689655
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.07720588235294118,0.07720588235294118,0.0,0.0,0.0,0.0,0.0,0.0661764705882353,0.014705882352941176,0.0,0.0,0.0,0.0,0.07720588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07720588235294118,0.051470588235294115,0.011029411764705883,0.0,0.0,0.0,0.0,0.0,0.014705882352941176,0.07720588235294118,0.007352941176470588,0.0,0.07720588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07352941176470588,0.0,0.0,0.04411764705882353,0.0,0.05514705882352941,0.07720588235294118,0.04411764705882353,0.0,0.0,0.0,0.0,0.07720588235294118,0.0,0.0,0.0
T7,0.060240963855421686,0.060240963855421686,0.0,0.0,0.0,0.0,0.0,0.060240963855421686,0.04819277108433735,0.0,0.0,0.0,0.0,0.060240963855421686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060240963855421686,0.060240963855421686,0.03614457831325301,0.0,0.0,0.0,0.0,0.0,0.04819277108433735,0.060240963855421686,0.024096385542168676,0.0,0.060240963855421686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060240963855421686,0.0,0.0,0.060240963855421686,0.0,0.060240963855421686,0.060240963855421686,0.060240963855421686,0.0,0.0,0.0,0.0,0.060240963855421686,0.0,0.0,0.0
TP9,0.0,0.0,0.031496062992125984,0.031496062992125984,0.031496062992125984,0.031496062992125984,0.0,0.0,0.0,0.028871391076115485,0.0,0.0,0.031496062992125984,0.0,0.027559055118110236,0.030183727034120734,0.0,0.0,0.031496062992125984,0.031496062992125984,0.031496062992125984,0.0,0.0,0.0,0.026246719160104987,0.02230971128608924,0.030183727034120734,0.0,0.031496062992125984,0.0,0.0,0.0,0.031496062992125984,0.0,0.031496062992125984,0.027559055118110236,0.0,0.031496062992125984,0.031496062992125984,0.031496062992125984,0.0,0.031496062992125984,0.031496062992125984,0.031496062992125984,0.031496062992125984,0.031496062992125984,0.0,0.0,0.0,0.0,0.01968503937007874,0.0,0.0,0.0,0.0,0.031496062992125984,0.031496062992125984,0.031496062992125984,0.0,0.031496062992125984,0.031496062992125984,0.031496062992125984
