,bankssts-rh,frontalpole-rh,isthmuscingulate-rh,parahippocampal-lh,parahippocampal-rh,pericalcarine-rh,temporalpole-lh,temporalpole-rh
bankssts-rh,0.5766423357664233,0.15328467153284672,0.11678832116788321,0.029197080291970802,0.0,0.09124087591240876,0.032846715328467155,0.0
frontalpole-rh,0.14788732394366197,0.6056338028169014,0.07394366197183098,0.0,0.07394366197183098,0.04929577464788732,0.01056338028169014,0.03873239436619718
isthmuscingulate-rh,0.13168724279835392,0.08641975308641975,0.4773662551440329,0.0,0.0,0.21810699588477367,0.08641975308641975,0.0
parahippocampal-lh,0.037037037037037035,0.0,0.0,0.7314814814814815,0.08333333333333333,0.037037037037037035,0.1111111111111111,0.0
parahippocampal-rh,0.0,0.06997084548104957,0.0,0.052478134110787174,0.641399416909621,0.06705539358600583,0.0,0.16909620991253643
pericalcarine-rh,0.08038585209003216,0.03858520900321544,0.1639871382636656,0.03215434083601286,0.08681672025723473,0.5980707395498392,0.0,0.0
temporalpole-lh,0.044897959183673466,0.02040816326530612,0.10204081632653061,0.11428571428571428,0.0,0.0,0.7183673469387755,0.0
temporalpole-rh,0.0,0.06372549019607843,0.0,0.0,0.2647058823529412,0.0,0.0,0.6715686274509803
