,bankssts-rh,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,fusiform-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-rh
bankssts-rh,0.8136645962732919,0.0,0.0,0.0,0.18633540372670807,0.0,0.0,0.0
caudalanteriorcingulate-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.0,0.7688888888888888,0.035555555555555556,0.0,0.09333333333333334,0.0,0.10222222222222223
frontalpole-rh,0.0,0.0,0.014388489208633094,0.36930455635491605,0.0,0.1510791366906475,0.24940047961630696,0.2158273381294964
fusiform-lh,0.16352201257861634,0.0,0.0,0.0,0.8364779874213837,0.0,0.0,0.0
medialorbitofrontal-lh,0.0,0.0,0.04439252336448598,0.1378504672897196,0.0,0.3808411214953271,0.2523364485981308,0.18457943925233644
medialorbitofrontal-rh,0.0,0.0,0.0,0.1857638888888889,0.0,0.19444444444444445,0.3975694444444444,0.2222222222222222
rostralanteriorcingulate-rh,0.0,0.0,0.03838383838383838,0.1898989898989899,0.0,0.1717171717171717,0.26464646464646463,0.33535353535353535
