,bankssts-rh,entorhinal-lh,fusiform-lh,inferiortemporal-lh,insula-lh,lingual-lh,middletemporal-lh,parahippocampal-lh
bankssts-rh,0.6148148148148148,0.0,0.05925925925925926,0.1111111111111111,0.0,0.0962962962962963,0.0,0.11851851851851852
entorhinal-lh,0.0,0.6605504587155964,0.09174311926605505,0.0,0.0,0.0,0.24770642201834864,0.0
fusiform-lh,0.06097560975609756,0.036585365853658534,0.35365853658536583,0.0,0.13414634146341464,0.2926829268292683,0.0,0.12195121951219512
inferiortemporal-lh,0.23636363636363636,0.0,0.0,0.7636363636363637,0.0,0.0,0.0,0.0
insula-lh,0.0,0.0,0.21978021978021978,0.0,0.4725274725274725,0.18681318681318682,0.0,0.12087912087912088
lingual-lh,0.09868421052631579,0.0,0.3026315789473684,0.0,0.125,0.32894736842105265,0.0,0.14473684210526316
middletemporal-lh,0.0,0.3625,0.0,0.0,0.0,0.0,0.6375,0.0
parahippocampal-lh,0.1978021978021978,0.0,0.17582417582417584,0.0,0.0989010989010989,0.1978021978021978,0.0,0.32967032967032966
