,caudalmiddlefrontal-rh,inferiorparietal-rh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-rh,0.6097560975609756,0.21951219512195122,0.0,0.0,0.0,0.0,0.17073170731707318,0.0
inferiorparietal-rh,0.27906976744186046,0.5116279069767442,0.0,0.0,0.0,0.0,0.20930232558139536,0.0
parstriangularis-rh,0.0,0.0,0.7307692307692307,0.0,0.0,0.0,0.2692307692307692,0.0
postcentral-rh,0.0,0.0,0.0,0.3625,0.125,0.2625,0.0,0.25
rostralmiddlefrontal-lh,0.0,0.0,0.0,0.125,0.640625,0.1875,0.0,0.046875
superiorfrontal-rh,0.0,0.0,0.0,0.24285714285714285,0.2571428571428571,0.4142857142857143,0.0,0.08571428571428572
superiortemporal-rh,0.2,0.17777777777777778,0.15555555555555556,0.0,0.0,0.0,0.4666666666666667,0.0
supramarginal-lh,0.0,0.0,0.0,0.2923076923076923,0.046153846153846156,0.1076923076923077,0.0,0.5538461538461539
