,F7,FC5,FT10,F4,Fp2,AF7,AF3,AF8
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.4297520661157025,0.256198347107438,0.3140495867768595,0.0
AF7,0.0,0.0,0.0,0.0,0.3368421052631579,0.3263157894736842,0.3368421052631579,0.0
AF3,0.0,0.0,0.0,0.0,0.3611111111111111,0.28703703703703703,0.35185185185185186,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
