,FC1,FT10,F4,AF7,AF3,CPz,AF8,AF4
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.5147058823529411,0.12867647058823528,0.0,0.0,0.35661764705882354
AF3,0.0,0.0,0.0,0.33653846153846156,0.3269230769230769,0.0,0.0,0.33653846153846156
CPz,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.0,0.42543859649122806,0.15350877192982457,0.0,0.0,0.42105263157894735
