,F7,TP9,FT10,F4,AF7,CP3,CPz,AF8
F7,0.5538461538461539,0.0,0.0,0.0,0.0,0.4461538461538462,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.5930232558139535,0.0,0.0,0.4069767441860465,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP3,0.19282511210762332,0.0,0.11995515695067265,0.0,0.0,0.6872197309417041,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
