,parsopercularis-lh,postcentral-lh,precentral-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh,supramarginal-lh
parsopercularis-lh,0.11764705882352941,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.12605042016806722
postcentral-lh,0.09722222222222222,0.13194444444444445,0.13194444444444445,0.11805555555555555,0.13194444444444445,0.13194444444444445,0.125,0.13194444444444445
precentral-lh,0.09722222222222222,0.13194444444444445,0.13194444444444445,0.11805555555555555,0.13194444444444445,0.13194444444444445,0.125,0.13194444444444445
rostralmiddlefrontal-rh,0.10071942446043165,0.12949640287769784,0.12949640287769784,0.1223021582733813,0.12949640287769784,0.12949640287769784,0.12949640287769784,0.12949640287769784
superiorparietal-lh,0.09722222222222222,0.13194444444444445,0.13194444444444445,0.11805555555555555,0.13194444444444445,0.13194444444444445,0.125,0.13194444444444445
superiorparietal-rh,0.09722222222222222,0.13194444444444445,0.13194444444444445,0.11805555555555555,0.13194444444444445,0.13194444444444445,0.125,0.13194444444444445
superiortemporal-rh,0.09722222222222222,0.13194444444444445,0.13194444444444445,0.11805555555555555,0.13194444444444445,0.13194444444444445,0.125,0.13194444444444445
supramarginal-lh,0.09722222222222222,0.13194444444444445,0.13194444444444445,0.11805555555555555,0.13194444444444445,0.13194444444444445,0.125,0.13194444444444445
