,F7,FT9,O1,Cz,F4,AF7,AF3,AF8
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.2,0.0,0.4,0.4,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cz,0.0,0.008403361344537815,0.0,0.6134453781512605,0.37815126050420167,0.0,0.0,0.0
F4,0.0,0.01098901098901099,0.0,0.5054945054945055,0.4835164835164835,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
