,bankssts-rh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,parsorbitalis-rh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
bankssts-rh,0.7765765765765765,0.0,0.007207207207207207,0.0,0.0,0.0,0.11351351351351352,0.10270270270270271
frontalpole-lh,0.0,0.4718562874251497,0.13892215568862276,0.22275449101796407,0.0,0.12335329341317365,0.0,0.04311377245508982
frontalpole-rh,0.004287245444801715,0.1157556270096463,0.5884244372990354,0.08360128617363344,0.031082529474812434,0.11789924973204716,0.04715969989281887,0.011789924973204717
medialorbitofrontal-lh,0.0,0.2653061224489796,0.11807580174927114,0.49854227405247814,0.0029154518950437317,0.1151603498542274,0.0,0.0
parsorbitalis-rh,0.0,0.0,0.051759834368530024,0.004140786749482402,0.8923395445134575,0.045548654244306416,0.0,0.006211180124223602
rostralanteriorcingulate-rh,0.0,0.1067484662576687,0.1325153374233129,0.08711656441717791,0.026993865030674847,0.6294478527607362,0.006134969325153374,0.011042944785276074
temporalpole-lh,0.08358662613981763,0.0,0.0790273556231003,0.0,0.0,0.007598784194528876,0.8297872340425532,0.0
temporalpole-rh,0.081203007518797,0.05413533834586466,0.02556390977443609,0.0,0.007518796992481203,0.01804511278195489,0.0,0.8135338345864662
