,cuneus-lh,cuneus-rh,frontalpole-lh,frontalpole-rh,lateraloccipital-rh,pericalcarine-lh,pericalcarine-rh,rostralanteriorcingulate-rh
cuneus-lh,0.2543859649122807,0.21052631578947367,0.02631578947368421,0.09649122807017543,0.05263157894736842,0.2543859649122807,0.0,0.10526315789473684
cuneus-rh,0.21052631578947367,0.25263157894736843,0.031578947368421054,0.05263157894736842,0.11578947368421053,0.23157894736842105,0.042105263157894736,0.06315789473684211
frontalpole-lh,0.020833333333333332,0.0,0.5416666666666666,0.041666666666666664,0.22916666666666666,0.041666666666666664,0.10416666666666667,0.020833333333333332
frontalpole-rh,0.14285714285714285,0.0761904761904762,0.06666666666666667,0.3238095238095238,0.0,0.09523809523809523,0.0,0.29523809523809524
lateraloccipital-rh,0.02666666666666667,0.09333333333333334,0.13333333333333333,0.0,0.4266666666666667,0.05333333333333334,0.26666666666666666,0.0
pericalcarine-lh,0.2169811320754717,0.2358490566037736,0.03773584905660377,0.05660377358490566,0.07547169811320754,0.3018867924528302,0.009433962264150943,0.0660377358490566
pericalcarine-rh,0.0,0.0,0.09433962264150944,0.018867924528301886,0.24528301886792453,0.0,0.6415094339622641,0.0
rostralanteriorcingulate-rh,0.15151515151515152,0.09090909090909091,0.050505050505050504,0.30303030303030304,0.0,0.1111111111111111,0.0,0.29292929292929293
