,bankssts-rh,frontalpole-lh,insula-lh,insula-rh,isthmuscingulate-rh,parahippocampal-rh,rostralanteriorcingulate-rh,temporalpole-lh
bankssts-rh,0.1702127659574468,0.07712765957446809,0.08776595744680851,0.17553191489361702,0.1702127659574468,0.18085106382978725,0.10372340425531915,0.034574468085106384
frontalpole-lh,0.04242424242424243,0.6525252525252525,0.06868686868686869,0.046464646464646465,0.06060606060606061,0.052525252525252523,0.028282828282828285,0.048484848484848485
insula-lh,0.09813084112149532,0.1308411214953271,0.308411214953271,0.11214953271028037,0.17289719626168223,0.1261682242990654,0.03271028037383177,0.018691588785046728
insula-rh,0.164021164021164,0.07936507936507936,0.09523809523809523,0.17195767195767195,0.17724867724867724,0.17989417989417988,0.09788359788359788,0.03439153439153439
isthmuscingulate-rh,0.14565826330532214,0.10084033613445378,0.13725490196078433,0.15406162464985995,0.19047619047619047,0.16246498599439776,0.07563025210084033,0.03361344537815126
parahippocampal-rh,0.1548223350253807,0.08375634517766498,0.09898477157360407,0.16243654822335024,0.17258883248730963,0.20304568527918782,0.09137055837563451,0.03299492385786802
rostralanteriorcingulate-rh,0.16451612903225807,0.06451612903225806,0.04516129032258064,0.15806451612903225,0.12580645161290321,0.15483870967741936,0.24516129032258063,0.041935483870967745
temporalpole-lh,0.03951367781155015,0.07598784194528875,0.0243161094224924,0.03951367781155015,0.03951367781155015,0.03951367781155015,0.0364741641337386,0.7051671732522796
