,cuneus-lh,frontalpole-lh,fusiform-rh,inferiortemporal-rh,insula-lh,insula-rh,parahippocampal-rh,rostralanteriorcingulate-rh
cuneus-lh,0.21205357142857142,0.060267857142857144,0.14955357142857142,0.13616071428571427,0.109375,0.10267857142857142,0.14285714285714285,0.08705357142857142
frontalpole-lh,0.03631961259079903,0.585956416464891,0.04116222760290557,0.07506053268765134,0.1089588377723971,0.1162227602905569,0.03631961259079903,0.0
fusiform-rh,0.15121951219512195,0.07073170731707316,0.15609756097560976,0.15365853658536585,0.12439024390243902,0.11707317073170732,0.14878048780487804,0.07804878048780488
inferiortemporal-rh,0.12189054726368159,0.10696517412935323,0.12686567164179105,0.16169154228855723,0.16169154228855723,0.15422885572139303,0.11940298507462686,0.0472636815920398
insula-lh,0.09762532981530343,0.1503957783641161,0.10290237467018469,0.13984168865435356,0.20052770448548812,0.18469656992084432,0.09498680738786279,0.029023746701846966
insula-rh,0.09714285714285714,0.16857142857142857,0.10285714285714286,0.14285714285714285,0.18285714285714286,0.19142857142857142,0.09428571428571429,0.02
parahippocampal-rh,0.1623529411764706,0.0611764705882353,0.16470588235294117,0.1411764705882353,0.11294117647058824,0.10588235294117647,0.16,0.09176470588235294
rostralanteriorcingulate-rh,0.18272425249169436,0.016611295681063124,0.1461794019933555,0.10299003322259136,0.06312292358803986,0.053156146179401995,0.16943521594684385,0.26578073089701
