,frontalpole-rh,isthmuscingulate-lh,isthmuscingulate-rh,lateraloccipital-rh,lingual-rh,parahippocampal-rh,parsopercularis-lh,pericalcarine-rh
frontalpole-rh,0.7608695652173914,0.0,0.0,0.0,0.021739130434782608,0.21739130434782608,0.0,0.0
isthmuscingulate-lh,0.0,0.5849056603773585,0.0,0.0,0.2830188679245283,0.1320754716981132,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.38823529411764707,0.25882352941176473,0.0,0.0,0.058823529411764705,0.29411764705882354
lateraloccipital-rh,0.0,0.0,0.2465753424657534,0.410958904109589,0.0,0.0,0.0,0.3424657534246575
lingual-rh,0.0410958904109589,0.2054794520547945,0.0,0.0,0.4794520547945205,0.273972602739726,0.0,0.0
parahippocampal-rh,0.1791044776119403,0.07462686567164178,0.0,0.0,0.23880597014925373,0.5074626865671642,0.0,0.0
parsopercularis-lh,0.0,0.0,0.18421052631578946,0.0,0.0,0.0,0.7631578947368421,0.05263157894736842
pericalcarine-rh,0.0,0.0,0.25925925925925924,0.3333333333333333,0.0,0.0,0.0,0.4074074074074074
