,cuneus-rh,frontalpole-lh,frontalpole-rh,lateraloccipital-rh,lateralorbitofrontal-lh,pericalcarine-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
cuneus-rh,0.3263157894736842,0.0,0.0,0.3263157894736842,0.0,0.3473684210526316,0.0,0.0
frontalpole-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lateraloccipital-rh,0.31958762886597936,0.0,0.0,0.3402061855670103,0.0,0.3402061855670103,0.0,0.0
lateralorbitofrontal-lh,0.0,0.0,0.0,0.0,0.4782608695652174,0.0,0.391304347826087,0.13043478260869565
pericalcarine-lh,0.3118279569892473,0.0,0.0,0.3333333333333333,0.0,0.3548387096774194,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.0,0.30666666666666664,0.0,0.44,0.25333333333333335
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.09615384615384616,0.0,0.28846153846153844,0.6153846153846154
