,Fz,F3,F7,FT9,FC5,FC1,C3,CP5,CP1,Pz,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.04411764705882353,0.051470588235294115,0.0,0.051470588235294115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051470588235294115,0.0,0.0,0.051470588235294115,0.0,0.051470588235294115,0.0,0.051470588235294115,0.051470588235294115,0.0,0.0,0.051470588235294115,0.051470588235294115,0.051470588235294115,0.0,0.0,0.051470588235294115,0.0,0.0,0.051470588235294115,0.0,0.04411764705882353,0.0,0.051470588235294115,0.0,0.051470588235294115,0.051470588235294115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051470588235294115,0.0,0.0,0.0,0.0,0.0,0.0,0.051470588235294115,0.0,0.0,0.0,0.0,0.03676470588235294
F7,0.0,0.013793103448275862,0.06896551724137931,0.0,0.059770114942528735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06206896551724138,0.027586206896551724,0.0,0.02528735632183908,0.009195402298850575,0.027586206896551724,0.0,0.06206896551724138,0.06206896551724138,0.0,0.0,0.05057471264367816,0.04597701149425287,0.059770114942528735,0.0,0.0,0.03218390804597701,0.0,0.0,0.034482758620689655,0.020689655172413793,0.013793103448275862,0.0,0.020689655172413793,0.013793103448275862,0.06896551724137931,0.052873563218390804,0.0,0.0,0.0,0.0,0.0,0.009195402298850575,0.009195402298850575,0.04827586206896552,0.0,0.009195402298850575,0.009195402298850575,0.0,0.0,0.0022988505747126436,0.04367816091954023,0.016091954022988506,0.0,0.009195402298850575,0.0,0.011494252873563218
FT9,0.0,0.0,0.0,0.05313092979127135,0.0,0.04933586337760911,0.05502846299810247,0.0,0.051233396584440226,0.03225806451612903,0.0,0.04174573055028463,0.0,0.0,0.04364326375711575,0.0,0.03415559772296015,0.0,0.0,0.0,0.0,0.0,0.04933586337760911,0.0,0.0,0.0,0.051233396584440226,0.0,0.0,0.05313092979127135,0.0,0.0,0.003795066413662239,0.0,0.0,0.0,0.011385199240986717,0.0,0.0,0.0,0.0,0.0,0.03984819734345351,0.04743833017077799,0.03415559772296015,0.03415559772296015,0.0,0.0,0.03225806451612903,0.03415559772296015,0.051233396584440226,0.04933586337760911,0.04933586337760911,0.0,0.024667931688804556,0.04743833017077799,0.026565464895635674,0.0,0.0
FC5,0.0,0.012320328542094456,0.055441478439425054,0.0,0.07392197125256673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07802874743326489,0.014373716632443531,0.0,0.043121149897330596,0.0,0.024640657084188913,0.0,0.07802874743326489,0.07802874743326489,0.0,0.0,0.06570841889117043,0.057494866529774126,0.07392197125256673,0.0,0.0,0.028747433264887063,0.0,0.0,0.030800821355236138,0.008213552361396304,0.012320328542094456,0.0,0.018480492813141684,0.002053388090349076,0.07802874743326489,0.057494866529774126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06365503080082136,0.0,0.0,0.0,0.0,0.0,0.0,0.030800821355236138,0.004106776180698152,0.0,0.0,0.0,0.01026694045174538
FC1,0.0,0.0,0.0,0.05189620758483034,0.0,0.0499001996007984,0.05189620758483034,0.0,0.05189620758483034,0.033932135728542916,0.0,0.041916167664670656,0.0,0.0,0.043912175648702596,0.0,0.033932135728542916,0.0,0.0,0.0,0.0,0.0,0.0499001996007984,0.0,0.0,0.0,0.05189620758483034,0.0,0.0,0.05189620758483034,0.0,0.0,0.001996007984031936,0.0,0.0,0.0,0.00998003992015968,0.0,0.0,0.0,0.0,0.0,0.041916167664670656,0.04790419161676647,0.033932135728542916,0.033932135728542916,0.0,0.0,0.031936127744510975,0.033932135728542916,0.05189620758483034,0.0499001996007984,0.0499001996007984,0.0,0.023952095808383235,0.0499001996007984,0.02594810379241517,0.0,0.0
C3,0.0,0.0,0.0,0.04096045197740113,0.0,0.03672316384180791,0.07768361581920905,0.0,0.07203389830508475,0.02401129943502825,0.0,0.031073446327683617,0.0,0.005649717514124294,0.038135593220338986,0.0,0.031073446327683617,0.0,0.0,0.0,0.0,0.0,0.03672316384180791,0.0,0.0,0.0,0.06779661016949153,0.0,0.0,0.052259887005649715,0.0,0.0,0.00847457627118644,0.0,0.0,0.0,0.014124293785310734,0.0,0.0,0.0,0.0,0.0,0.029661016949152543,0.03531073446327684,0.031073446327683617,0.031073446327683617,0.0,0.0,0.029661016949152543,0.031073446327683617,0.0692090395480226,0.05649717514124294,0.06497175141242938,0.0,0.02401129943502825,0.03531073446327684,0.025423728813559324,0.0,0.0
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP1,0.0,0.0,0.0,0.03856382978723404,0.0,0.034574468085106384,0.07313829787234043,0.0,0.07313829787234043,0.022606382978723406,0.0,0.02925531914893617,0.0,0.009308510638297872,0.03590425531914894,0.0,0.03324468085106383,0.0,0.0,0.0,0.0,0.0,0.034574468085106384,0.0,0.0,0.0,0.06648936170212766,0.0,0.0,0.04920212765957447,0.0,0.0,0.011968085106382979,0.0,0.0,0.0,0.017287234042553192,0.0,0.0,0.0,0.0,0.0,0.027925531914893616,0.03324468085106383,0.03324468085106383,0.03324468085106383,0.0,0.0,0.031914893617021274,0.03324468085106383,0.06914893617021277,0.05585106382978723,0.06515957446808511,0.0,0.026595744680851064,0.03324468085106383,0.027925531914893616,0.0,0.0
Pz,0.0,0.0,0.0,0.04607046070460705,0.0,0.04607046070460705,0.04607046070460705,0.0,0.04607046070460705,0.04336043360433604,0.0,0.04607046070460705,0.0,0.0,0.04607046070460705,0.0,0.04065040650406504,0.0,0.0,0.0,0.0,0.0,0.04607046070460705,0.0,0.0,0.0,0.04607046070460705,0.0,0.0,0.04607046070460705,0.0,0.0,0.0,0.0,0.0,0.0,0.008130081300813009,0.0,0.0,0.0,0.0,0.0,0.04607046070460705,0.04607046070460705,0.04065040650406504,0.04065040650406504,0.0,0.0,0.037940379403794036,0.04065040650406504,0.04607046070460705,0.04607046070460705,0.04607046070460705,0.0,0.02710027100271003,0.04607046070460705,0.02981029810298103,0.0,0.0
