,Fz,P7,P8,TP10,P5,PO8,P6,TP8
Fz,0.75,0.16176470588235295,0.0,0.0,0.08823529411764706,0.0,0.0,0.0
P7,0.37142857142857144,0.6285714285714286,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P5,0.25,0.0,0.0,0.0,0.75,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
