,P7,AF7,AF3,TP7,PO7,PO3,AF8,AF4
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.596,0.084,0.0,0.0,0.212,0.108
TP7,0.0,0.0,0.04449648711943794,0.594847775175644,0.0,0.3583138173302108,0.00234192037470726,0.0
PO7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PO3,0.0,0.0,0.0,0.34615384615384615,0.0,0.6538461538461539,0.0,0.0
AF8,0.0,0.0,0.4909090909090909,0.02727272727272727,0.0,0.0,0.4818181818181818,0.0
AF4,0.0,0.0,0.26605504587155965,0.0,0.0,0.0,0.0,0.7339449541284404
