,caudalanteriorcingulate-rh,frontalpole-rh,parahippocampal-lh,parsorbitalis-rh,parstriangularis-rh,pericalcarine-rh,rostralmiddlefrontal-rh,transversetemporal-rh
caudalanteriorcingulate-rh,0.5526315789473685,0.19736842105263158,0.0,0.0,0.0,0.21052631578947367,0.039473684210526314,0.0
frontalpole-rh,0.12087912087912088,0.4945054945054945,0.04395604395604396,0.12087912087912088,0.02197802197802198,0.01098901098901099,0.18681318681318682,0.0
parahippocampal-lh,0.0,0.05263157894736842,0.9473684210526315,0.0,0.0,0.0,0.0,0.0
parsorbitalis-rh,0.0,0.0967741935483871,0.0,0.41935483870967744,0.1935483870967742,0.0,0.2903225806451613,0.0
parstriangularis-rh,0.0,0.0,0.0,0.20588235294117646,0.6764705882352942,0.0,0.11764705882352941,0.0
pericalcarine-rh,0.26865671641791045,0.04477611940298507,0.0,0.0,0.0,0.6865671641791045,0.0,0.0
rostralmiddlefrontal-rh,0.010526315789473684,0.15789473684210525,0.0,0.3263157894736842,0.12631578947368421,0.0,0.37894736842105264,0.0
transversetemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
