,entorhinal-lh,entorhinal-rh,frontalpole-lh,frontalpole-rh,insula-rh,precuneus-rh,temporalpole-rh,transversetemporal-rh
entorhinal-lh,0.5147058823529411,0.0,0.0,0.0,0.3382352941176471,0.0,0.14705882352941177,0.0
entorhinal-rh,0.0,0.4,0.0,0.0,0.0,0.18095238095238095,0.14285714285714285,0.2761904761904762
frontalpole-lh,0.0,0.0,0.9705882352941176,0.029411764705882353,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
insula-rh,0.2839506172839506,0.024691358024691357,0.0,0.0,0.654320987654321,0.0,0.0,0.037037037037037035
precuneus-rh,0.0,0.28,0.0,0.0,0.0,0.49333333333333335,0.0,0.22666666666666666
temporalpole-rh,0.14634146341463414,0.15853658536585366,0.0,0.0,0.036585365853658534,0.0,0.5365853658536586,0.12195121951219512
transversetemporal-rh,0.0,0.3263157894736842,0.0,0.0,0.0,0.2,0.12631578947368421,0.3473684210526316
