,Fz,P8,FC2,P6,C2,FC4,F2,FCz
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
FC2,0.0,0.48623853211009177,0.5137614678899083,0.0,0.0,0.0,0.0,0.0
P6,0.0,0.0,0.0,0.23076923076923078,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.19230769230769232
C2,0.0,0.0,0.0,0.21568627450980393,0.19607843137254902,0.19607843137254902,0.19607843137254902,0.19607843137254902
FC4,0.0,0.0,0.0,0.21568627450980393,0.19607843137254902,0.19607843137254902,0.19607843137254902,0.19607843137254902
F2,0.0,0.0,0.0,0.21568627450980393,0.19607843137254902,0.19607843137254902,0.19607843137254902,0.19607843137254902
FCz,0.0,0.0,0.0,0.21568627450980393,0.19607843137254902,0.19607843137254902,0.19607843137254902,0.19607843137254902
