,Fp1,Fz,P3,P8,AF7,AFz,TP8,AF8
Fp1,0.8666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.25
AF7,0.0,0.0,0.0,0.0,0.6511627906976745,0.0,0.3488372093023256,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP8,0.0,0.0,0.0,0.0,0.5084745762711864,0.0,0.4915254237288136,0.0
AF8,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.25
