,Fz,FT9,Fp2,AF7,F6,AF8,AF4,FCz
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.5064935064935064,0.0,0.0,0.0,0.0,0.4935064935064935,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AF4,0.0,0.5033112582781457,0.0,0.0,0.0,0.0,0.4966887417218543,0.0
FCz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
