,entorhinal-lh,frontalpole-lh,fusiform-lh,isthmuscingulate-rh,lingual-lh,parahippocampal-lh,pericalcarine-lh,temporalpole-rh
entorhinal-lh,0.34814814814814815,0.0,0.17777777777777778,0.04814814814814815,0.13703703703703704,0.13703703703703704,0.15185185185185185,0.0
frontalpole-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
fusiform-lh,0.18032786885245902,0.0,0.27049180327868855,0.036885245901639344,0.18442622950819673,0.1762295081967213,0.15163934426229508,0.0
isthmuscingulate-rh,0.09042553191489362,0.0,0.06914893617021277,0.3670212765957447,0.047872340425531915,0.15425531914893617,0.18085106382978725,0.09042553191489362
lingual-lh,0.14583333333333334,0.0,0.1875,0.0125,0.3416666666666667,0.1375,0.125,0.05
parahippocampal-lh,0.13225806451612904,0.0,0.15161290322580645,0.08064516129032258,0.1064516129032258,0.3032258064516129,0.16451612903225807,0.06129032258064516
pericalcarine-lh,0.16988416988416988,0.0,0.1583011583011583,0.11583011583011583,0.13127413127413126,0.19305019305019305,0.22393822393822393,0.007722007722007722
temporalpole-rh,0.0,0.0,0.0,0.12258064516129032,0.06451612903225806,0.14838709677419354,0.025806451612903226,0.6387096774193548
