,entorhinal-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralmiddlefrontal-rh,temporalpole-lh,temporalpole-rh
entorhinal-lh,0.9013452914798207,0.0,0.0,0.0,0.0,0.0,0.09865470852017937,0.0
frontalpole-lh,0.0,0.5443037974683544,0.18354430379746836,0.15822784810126583,0.11392405063291139,0.0,0.0,0.0
frontalpole-rh,0.0,0.15869017632241814,0.4332493702770781,0.19143576826196473,0.1561712846347607,0.04785894206549118,0.0,0.012594458438287154
medialorbitofrontal-lh,0.0,0.12839506172839507,0.18765432098765433,0.4567901234567901,0.20493827160493827,0.01728395061728395,0.0,0.0049382716049382715
medialorbitofrontal-rh,0.0,0.0861244019138756,0.13875598086124402,0.22248803827751196,0.4688995215311005,0.08373205741626795,0.0,0.0
rostralmiddlefrontal-rh,0.0,0.0,0.0903010033444816,0.03678929765886288,0.12374581939799331,0.705685618729097,0.0,0.043478260869565216
temporalpole-lh,0.06766917293233082,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.21804511278195488
temporalpole-rh,0.0,0.0,0.011278195488721804,0.0,0.0,0.041353383458646614,0.23684210526315788,0.7105263157894737
