,bankssts-lh,bankssts-rh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,parahippocampal-lh,parsorbitalis-rh,temporalpole-rh
bankssts-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bankssts-rh,0.0,0.5892857142857143,0.24107142857142858,0.0,0.16964285714285715,0.0,0.0,0.0
frontalpole-lh,0.0,0.23387096774193547,0.47580645161290325,0.0,0.2903225806451613,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.0,0.7181818181818181,0.08181818181818182,0.0,0.0,0.2
medialorbitofrontal-lh,0.0,0.136,0.256,0.104,0.504,0.0,0.0,0.0
parahippocampal-lh,0.0,0.0,0.0,0.0,0.0,0.845360824742268,0.15463917525773196,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.0,0.0,0.14772727272727273,0.8522727272727273,0.0
temporalpole-rh,0.0,0.0,0.0,0.2619047619047619,0.0,0.0,0.0,0.7380952380952381
